,genre_id,genre_group
3388,combos nacionales,delete
3389,deep symphonic black metal,hardcore_rock
3390,metal noir quebecois,delete
3391,deep melodic death metal,hardcore_rock
3392,symphonic melodic death metal,hardcore_rock
3393,metal paraguayo,delete
3394,paraguayan rock,delete
3395,technical brutal death metal,hardcore_rock
3396,german pagan metal,delete
3397,metal galego,delete
3398,experimental percussion,delete
3399,indie catracho,delete
3400,pop catracho,delete
3401,rock catracho,delete
3402,cocuk sarkilari,delete
3403,maghreb,delete
3404,detroit indie,indie
3405,leipzig indie,delete
3406,salzburg indie,delete
3407,vienna indie,delete
3408,classic finnish rock,delete
3409,new weird finland,delete
3410,suomi rock,delete
3411,jazz composition,jazz
3412,russian underground rap,delete
3413,russian alt pop,delete
3414,russian trap,trap
3415,adoracao,delete
3416,indie cristao,delete
3417,louvor,delete
3418,mpb gospel,gospel
3419,musica potiguar,delete
3420,rap potiguar,delete
3421,norwegian blues,delete
3422,rogaland musikk,delete
3423,lai hla,delete
3424,swedish post-punk,delete
3425,indian electronic,electro
3426,new delhi indie,delete
3427,hi-tech,delete
3428,hard chime,delete
3429,vietnamese singer-songwriter,delete
3430,brockton hip hop,rap/hiphop
3431,belgian hip hop,delete
3432,vlaamse rap,delete
3433,west-vlaamse hip hop,delete
3434,molam,delete
3435,musica mogiana,delete
3436,streektaal,delete
3437,togolese pop,delete
3438,mbira,delete
3439,zim urban groove,delete
3440,swansea indie,indie
3441,jota aragonesa,delete
3442,trot,delete
3443,shantykoren,delete
3444,hiplife,rap/hiphop
3445,italogaze,delete
3446,norwegian trap,trap
3447,cumbia surena,delete
3448,polish early music,delete
3449,german indie folk,folk
3450,german singer-songwriter,delete
3451,indie valenciana,delete
3452,novo rock gaucho,delete
3453,rio grande do sul indie,delete
3454,brazilian surf rock,delete
3455,rap catala,delete
3456,trap catala,trap
3457,modern mod,delete
3458,r&b italiano,delete
3459,rap maromba,delete
3460,musica costarricense,delete
3461,reggae tico,reggae
3462,macross,delete
3463,uk christian rap,delete
3464,arpa paraguaya,delete
3465,folklore paraguayo,folk
3466,finnish punk,delete
3467,hjemmesnekk,delete
3468,indie paraense,delete
3469,rap nortista,delete
3470,rap paraense,delete
3471,dark black metal,hardcore_rock
3472,epic black metal,hardcore_rock
3473,melodic black metal,hardcore_rock
3474,wisconsin metal,hardcore_rock
3475,piseiro,delete
3476,metal piauiense,delete
3477,colorado hardcore,delete
3478,utah metal,hardcore_rock
3479,danish hardcore,delete
3480,experimental indie,indie
3481,alphorn,delete
3482,taiwan experimental,delete
3483,indian edm,delete
3484,cinematic dubstep,delete
3485,psydub,delete
3486,darbuka,delete
3487,polish alternative,delete
3488,polish electronica,electro
3489,polish indie,delete
3490,vgm instrumental,delete
3491,jazzy dnb,delete
3492,hard techno,delete
3493,australian experimental,delete
3494,field recording,delete
3495,sound art,delete
3496,arab experimental,delete
3497,electroacoustic improvisation,electro
3498,folk siciliana,folk
3499,zampogna,delete
3500,luxembourgian hip hop,delete
3501,brega funk,funk
3502,japanese vtuber,delete
3503,czech punk,delete
3504,czech rock,delete
3505,brazilian emo,delete
3506,brazilian post-hardcore,delete
3507,hard rock brasileiro,delete
3508,peruvian metal,delete
3509,greek punk,delete
3510,greek rock,delete
3511,manchester indie,indie
3512,cleveland indie,indie
3513,uzbek pop,delete
3514,festigal,delete
3515,indonesian shoegaze,delete
3516,southeast asian post-rock,delete
3517,viola da gamba,delete
3518,japanese blues,delete
3519,japanese indie folk,folk
3520,mexican son,delete
3521,son jarocho,delete
3522,galician rock,delete
3523,punk galego,delete
3524,rap galego,delete
3525,japanese chill rap,delete
3526,brazilian gospel,gospel
3527,hinos ccb,delete
3528,mississippi indie,indie
3529,rap alagoano,delete
3530,deep funk ostentacao,funk
3531,baluchi folk,folk
3532,rap underground argentino,delete
3533,kurdish pop,delete
3534,rap gaucho,delete
3535,reggae gaucho,reggae
3536,german reggae,reggae
3537,mundart,delete
3538,schweizer rap,delete
3539,swiss hip hop,delete
3540,swiss indie,delete
3541,swiss reggae,reggae
3542,tuareg guitar,delete
3543,forro gospel,gospel
3544,sertanejo gospel,gospel
3545,israeli trap,trap
3546,polish black metal,delete
3547,marathi pop,delete
3548,neomelodici,delete
3549,kurdish folk,folk
3550,arab metal,hardcore_rock
3551,king of prism,delete
3552,folk black metal,delete
3553,progressive thrash,hardcore_rock
3554,finnish heavy metal,delete
3555,finnish progressive metal,delete
3556,igbo traditional,delete
3557,heavy alternative,delete
3558,colombian hardcore,delete
3559,mexican power metal,delete
3560,french renaissance,delete
3561,mpgjr,delete
3562,chill out,delete
3563,gayageum,delete
3564,korean traditional,delete
3565,lowercase,delete
3566,gamecore,delete
3567,korean phantom singer,delete
3568,grim death metal,hardcore_rock
3569,hip hop quebecois,delete
3570,coldwave,delete
3571,noise,delete
3572,power electronics,electro
3573,musica roraimense,delete
3574,south african electronic,electro
3575,sound collage,delete
3576,japanese progressive house,delete
3577,alt-idol,delete
3578,rock abc paulista,delete
3579,taiwanese pop,delete
3580,deep folk metal,delete
3581,canadian shoegaze,delete
3582,aussie drill,delete
3583,catalan folk,folk
3584,musica menorquina,delete
3585,pinoy pop punk,delete
3586,apostolic worship,delete
3587,trap chileno,trap
3588,zambian hip hop,delete
3589,zambian pop,delete
3590,rap paranaense,delete
3591,trap brasileiro,trap
3592,baltic black metal,delete
3593,latvian folk,folk
3594,latvian metal,delete
3595,slavic metal,delete
3596,norwegian psychedelic,delete
3597,hungarian black metal,delete
3598,hungarian metal,delete
3599,a3,delete
3600,math rock latinoamericano,delete
3601,tecnobrega,delete
3602,emo rap italiano,rap/hiphop
3603,cuban alternative,delete
3604,korean hardcore,delete
3605,korean metal,delete
3606,korean punk,delete
3607,arabic hip hop,delete
3608,rap tunisien,delete
3609,algerian folk,folk
3610,chaabi algerien,delete
3611,uk stoner rock,rock
3612,modern jangle pop,delete
3613,musique guadeloupe,delete
3614,asakaa,delete
3615,romanian contemporary classical,delete
3616,finnish tango,delete
3617,norwegian country,delete
3618,norwegian folk rock,delete
3619,punk urbano,delete
3620,rock en asturiano,delete
3621,deep melodic metalcore,hardcore_rock
3622,musique comorienne,delete
3623,musique traditionnelle comorienne,delete
3624,ulkucu sarkilar,delete
3625,french post-rock,delete
3626,kentucky metal,hardcore_rock
3627,folklore veracruzano,folk
3628,latin surf rock,delete
3629,polish experimental electronic,electro
3630,prog metal,hardcore_rock
3631,greek metal,delete
3632,canadian stoner rock,rock
3633,folk metal latinoamericano,delete
3634,mexican black metal,delete
3635,french black metal,delete
3636,bible,delete
3637,concertina,delete
3638,irish accordion,delete
3639,musica evangelica instrumental,delete
3640,swiss singer-songwriter,delete
3641,bagpipe,delete
3642,bagpipe marching band,delete
3643,military band,delete
3644,vanuatu music,delete
3645,japanese choir,delete
3646,puglia indie,delete
3647,bhutanese pop,delete
3648,thai trap,trap
3649,polynesian traditional,delete
3650,troubadour,delete
3651,medieval ensemble,delete
3652,experimental jazz,jazz
3653,modern free jazz,jazz
3654,deep space rock,rock
3655,bass trip,delete
3656,instrumental lullaby,delete
3657,makina,delete
3658,cuban electronic,electro
3659,antideutsche,delete
3660,touken ranbu,delete
3661,guadalajara indie,delete
3662,indie rock mexicano,delete
3663,russian shoegaze,delete
3664,raw techno,delete
3665,techno rave,delete
3666,deep italo disco,delete
3667,bothy ballad,delete
3668,polish experimental,delete
3669,polish post-rock,delete
3670,polish psychedelia,delete
3671,classical tuba,delete
3672,african metal,delete
3673,finnish progressive rock,delete
3674,musique acadienne,delete
3675,peruvian hip hop,delete
3676,brega romantico,delete
3677,forro de favela,delete
3678,musica maranhense,delete
3679,finnish dance pop,delete
3680,finnish idol pop,delete
3681,finnish pop,delete
3682,drill francais,delete
3683,rap calme,delete
3684,portuguese indie,delete
3685,portuguese post-rock,delete
3686,kritika,delete
3687,congolese gospel,gospel
3688,piada,delete
3689,deep brazilian pop,delete
3690,classical guitar duo,delete
3691,kalmar musik,delete
3692,rain,delete
3693,novos talentos brasileiros,delete
3694,benga,delete
3695,bongo flava,delete
3696,tanzanian pop,delete
3697,christian afrobeat,delete
3698,shabad,delete
3699,balfolk,folk
3700,finnish folk,folk
3701,nyckelharpa,delete
3702,maloya,delete
3703,sega,delete
3704,israeli punk,delete
3705,musica crista reformada,delete
3706,rock gospel brasileiro,delete
3707,indonesian indie rock,delete
3708,musica santomense,delete
3709,portuguese pop,delete
3710,musica angolana,delete
3711,semba,delete
3712,australian post-hardcore,delete
3713,irish death metal,delete
3714,irish metal,delete
3715,atmospheric doom,delete
3716,canadian black metal,hardcore_rock
3717,oulu metal,delete
3718,plena uruguaya,delete
3719,death doom,delete
3720,swedish grindcore,delete
3721,korean experimental,delete
3722,japanese post-rock,delete
3723,zespol dzieciecy,delete
3724,uae indie,delete
3725,experimental synth,delete
3726,irish indie rock,delete
3727,siberian folk,folk
3728,throat singing,delete
3729,tuvan folk,folk
3730,danish indie,delete
3731,dansk lovsang,delete
3732,bal-musette,delete
3733,jaw harp,delete
3734,oyun havasi,delete
3735,turkish instrumental,delete
3736,turkish soundtrack,delete
3737,central asian folk,folk
3738,kazakh traditional,delete
3739,japanese math rock,delete
3740,indie nica,delete
3741,electroacoustic composition,electro
3742,dutch dnb,delete
3743,tassie indie,delete
3744,downtempo fusion,delete
3745,experimental classical,delete
3746,wandelweiser,delete
3747,argentine hardcore,delete
3748,men's choir,delete
3749,welsh choir,delete
3750,mindfulness,delete
3751,russian death metal,delete
3752,slam death metal,hardcore_rock
3753,rap lyonnais,delete
3754,bozlak,delete
3755,russian post-rock,delete
3756,lesotho traditional,delete
3757,montana indie,indie
3758,montana roots,delete
3759,khaliji,delete
3760,jazz caraibes,jazz
3761,norwegian americana,delete
3762,rap espanol,delete
3763,classic anime,delete
3764,super sentai,delete
3765,lezginka,delete
3766,vintage radio show,delete
3767,peruvian punk,delete
3768,cuento infantile,delete
3769,samba paulista,delete
3770,portuguese folk,folk
3771,tuna,delete
3772,diy pop punk,delete
3773,black death,delete
3774,charred death,delete
3775,austrian metal,hardcore_rock
3776,rap maroc,delete
3777,israeli metal,delete
3778,finnish hardcore,delete
3779,spanish death metal,delete
3780,south asian metal,delete
3781,tamburica,delete
3782,remix product,delete
3783,deep breakcore,delete
3784,finnish techno,delete
3785,nz metal,delete
3786,voidgrind,delete
3787,war metal,hardcore_rock
3788,cavernous death metal,hardcore_rock
3789,italian metalcore,delete
3790,shoegaze chileno,delete
3791,austrian dnb,delete
3792,indie salvadoreno,delete
3793,metal salvadoreno,delete
3794,rock alagoano,delete
3795,sinaloa indie,delete
3796,comptine,delete
3797,deep sunset lounge,delete
3798,african electronic,electro
3799,balinese traditional,delete
3800,bulgarian rock,delete
3801,classic bulgarian pop,delete
3802,italian industrial,delete
3803,indonesian psychedelia,delete
3804,musik anak-anak,delete
3805,musica ponta-grossense,delete
3806,rock progresivo mexicano,delete
3807,paracana,delete
3808,rap metalcore,hardcore_rock
3809,iranian experimental,delete
3810,persian neo-traditional,delete
3811,pony,delete
3812,indie liguria,delete
3813,turin indie,delete
3814,turkish metal,delete
3815,neo-industrial rock,delete
3816,cascadian black metal,hardcore_rock
3817,chaotic black metal,hardcore_rock
3818,portland metal,hardcore_rock
3819,instrumental black metal,hardcore_rock
3820,indie deutschrap,delete
3821,slovak folk,folk
3822,slovak indie,delete
3823,bruneian pop,delete
3824,essex indie,indie
3825,bisrock,delete
3826,vispop,delete
3827,turkish alternative,delete
3828,turkish punk,delete
3829,experimental bass,delete
3830,asheville indie,indie
3831,turkce trap metal,delete
3832,indian techno,delete
3833,comptine africaine,delete
3834,musica sergipana,delete
3835,rock sergipano,delete
3836,balalaika,delete
3837,kazakh indie,delete
3838,kazakh pop,delete
3839,slovak rock,delete
3840,musica piauiense,delete
3841,rock piauiense,delete
3842,indie platense,delete
3843,malmo indie,delete
3844,language,delete
3845,coral gospel,gospel
3846,swahili gospel,gospel
3847,rock cearense,delete
3848,dutch black metal,delete
3849,arkansas metal,hardcore_rock
3850,tuna estudiantil,delete
3851,usbm,delete
3852,ars subtilior,delete
3853,trecento,delete
3854,metal cristao,delete
3855,rock cristao fluminense,delete
3856,mexican thrash metal,delete
3857,rkt,delete
3858,bulgarian folk,folk
3859,kaba gaida,delete
3860,marrabenta,delete
3861,musica mocambicana,delete
3862,pop virale italiano,delete
3863,italian stoner rock,delete
3864,metal colombiano,delete
3865,funk capixaba,funk
3866,rave funk,funk
3867,spanish jazz,delete
3868,folklore uruguayo,folk
3869,musica popular uruguaya,delete
3870,fluxwork,delete
3871,swedish metalcore,delete
3872,progressive technical death metal,hardcore_rock
3873,cypriot metal,delete
3874,melodic power metal,hardcore_rock
3875,normal indie,indie
3876,indie canario,delete
3877,swiss alternative rock,delete
3878,nova musica paulista,delete
3879,inuit pop,delete
3880,gypsy fusion,delete
3881,avant-rock,delete
3882,rock in opposition,delete
3883,slovenian indie,delete
3884,slovenian rock,delete
3885,neurostep,delete
3886,polish synthpop,delete
3887,electro-pop francais,electro
3888,danish contemporary classical,delete
3889,dc indie,indie
3890,mongolian folk,folk
3891,austrian hip hop,rap/hiphop
3892,russian emo rap,delete
3893,indie viet,delete
3894,rock viet,delete
3895,deep psytrance,delete
3896,nice indie,indie
3897,neo soul-jazz,soul
3898,mexican electronic,electro
3899,musicas espiritas,delete
3900,andean flute,delete
3901,romanian indie,delete
3902,nz electronic,electro
3903,swedish emo,delete
3904,neo metal,hardcore_rock
3905,russian indie,delete
3906,russian indie rock,delete
3907,indonesian hardcore,delete
3908,indonesian metal,delete
3909,chinese manyao,delete
3910,galego,delete
3911,galician jazz,delete
3912,himene tarava,delete
3913,canadian indigenous hip hop,rap/hiphop
3914,indie tico,delete
3915,chattanooga indie,delete
3916,punk ska,ska
3917,psybass,delete
3918,dark electro-industrial,electro
3919,experimental psych,delete
3920,manso indie,indie
3921,musica puntana,delete
3922,hamburg indie,delete
3923,hamburger schule,delete
3924,italian hardcore,delete
3925,korean dream pop,delete
3926,beatdown,delete
3927,slovenian pop,delete
3928,deep turkish pop,delete
3929,aarhus indie,indie
3930,norwegian gospel,gospel
3931,svensk lovsang,delete
3932,indonesian death metal,delete
3933,indonesian deathcore,delete
3934,indonesian post-hardcore,delete
3935,australian death metal,hardcore_rock
3936,australian metal,hardcore_rock
3937,latincore,latin
3938,math pop,delete
3939,cumbia santafesina,delete
3940,croatian metal,delete
3941,starogradska,delete
3942,dark rock,rock
3943,albanian iso polyphony,delete
3944,cantonese traditional,delete
3945,dark ambient,delete
3946,dronescape,delete
3947,deep active rock,rock
3948,austrian contemporary classical,delete
3949,ruta destroy,delete
3950,argentine alternative rock,delete
3951,indie cordoba,delete
3952,corsican folk,folk
3953,polyphonies corses,delete
3954,graz indie,delete
3955,volkspop,delete
3956,italian occult psychedelia,delete
3957,san antonio rap,rap/hiphop
3958,spanish noise pop,delete
3959,spanish post-punk,delete
3960,marimba mexicana,delete
3961,marimba orquesta,delete
3962,wrock,delete
3963,fremantle indie,indie
3964,musica maringaense,delete
3965,argentine jazz,delete
3966,native american hip hop,rap/hiphop
3967,musica timor-leste,delete
3968,enka,delete
3969,min'yo,delete
3970,shamisen,delete
3971,folclore castilla y leon,delete
3972,aggro chileno,delete
3973,punk chileno,delete
3974,uk contemporary jazz,jazz
3975,shush,delete
3976,croatian indie,delete
3977,sevilla indie,delete
3978,spanish psychedelic rock,delete
3979,gospel italiano,gospel
3980,japanese boom bap,delete
3981,japanese underground rap,delete
3982,illbient,delete
3983,glitch beats,delete
3984,medway sound,delete
3985,austrian pop,delete
3986,milan indie,delete
3987,bolivian rock,delete
3988,indie boliviano,delete
3989,thai indie rock,delete
3990,andalusian classical,delete
3991,indie emo rock,rock
3992,indie rock italiano,delete
3993,rap regio,delete
3994,irish contemporary classical,delete
3995,musica campista,delete
3996,lo-fi brasileiro,delete
3997,acidcore,delete
3998,rock tico,delete
3999,musica feirense,delete
4000,egyptian alternative,delete
4001,egyptian hip hop,delete
4002,guatemalan metal,delete
4003,brazilian post-rock,delete
4004,russian viral pop,delete
4005,danish punk,delete
4006,lithuanian edm,delete
4007,ryukoka,delete
4008,jazz tico,delete
4009,disney espanol,delete
4010,burmese pop,delete
4011,myanmar indie,delete
4012,cantautor catala,delete
4013,musica mallorquina,delete
4014,indonesian indie pop,delete
4015,twee indie pop,indie
4016,russian rave,delete
4017,corridos cristianos,delete
4018,post-punk mexicano,delete
4019,chinderlieder,delete
4020,santur,delete
4021,rock goiano,delete
4022,kaseko,delete
4023,russian hardcore,delete
4024,russian pop punk,delete
4025,rakugo,delete
4026,ecuadorian alternative rock,delete
4027,metal ecuatoriano,delete
4028,latin american heavy psych,delete
4029,puerto rican metal,delete
4030,birdsong,delete
4031,nordnorsk ponk,delete
4032,norwegian alternative rock,delete
4033,tennessee metal,hardcore_rock
4034,modern progressive rock,rock
4035,neo-trad prog,delete
4036,drone ambient,delete
4037,metal uruguayo,delete
4038,rock uruguayo,delete
4039,austrian black metal,delete
4040,c64,delete
4041,demoscene,delete
4042,poezja spiewana,delete
4043,polish folk,folk
4044,isle of wight indie,indie
4045,houston indie,indie
4046,zeuhl,delete
4047,okinawan folk,folk
4048,nasheed,delete
4049,nasyid,delete
4050,sholawat,delete
4051,classic danish rock,rock
4052,northeast indian hip hop,delete
4053,minnesang,delete
4054,musica mapuche,delete
4055,nueva trova chilena,delete
4056,portsmouth indie,indie
4057,manele,delete
4058,russian romance,delete
4059,rock paraibano,delete
4060,indie pop rock,rock
4061,chinese drama ost,delete
4062,finnish hip hop,delete
4063,finnish reggae,reggae
4064,taiwan idol pop,delete
4065,bosnian indie,delete
4066,indie siciliano,delete
4067,necrogrind,delete
4068,pop teen brasileiro,delete
4069,via,delete
4070,finnish electronic,electro
4071,grimewave,delete
4072,post-rock latinoamericano,delete
4073,rap catarinense,delete
4074,rap df,delete
4075,rap mineiro,delete
4076,trap baiano,trap
4077,hip hop tuga,delete
4078,rap portuense,delete
4079,mazandarani folk,folk
4080,rap metal espanol,hardcore_rock
4081,naat,delete
4082,indie extremena,delete
4083,ska espanol,ska
4084,flamenco fusion,delete
4085,rock alternativo espanol,delete
4086,spanish progressive rock,delete
4087,italian rockabilly,delete
4088,thai pop rap,delete
4089,turkish trap pop,trap
4090,brazilian heavy metal,delete
4091,german contemporary classical,delete
4092,euskal indie,delete
4093,rap euskera,delete
4094,disney dansk,delete
4095,experimental big band,delete
4096,scottish gaelic folk,folk
4097,dundee indie,indie
4098,scottish indie rock,delete
4099,german post-punk,delete
4100,stuttgart indie,delete
4101,sega mauricien,delete
4102,calgary indie,indie
4103,brazilian indie rock,delete
4104,shoegaze brasileiro,delete
4105,dangdut remix,delete
4106,lagu aceh,delete
4107,stomp and whittle,delete
4108,pinoy idol pop,delete
4109,chill pop,delete
4110,punjabi hip hop,delete
4111,hindi hip hop,delete
4112,japanese death metal,delete
4113,new wave of glam metal,hardcore_rock
4114,western ny metal,hardcore_rock
4115,new wave of osdm,delete
4116,honeyworks,delete
4117,folklore panameno,folk
4118,malaysian punk,delete
4119,rumba catalana,delete
4120,modern enka,delete
4121,belgian post-rock,delete
4122,belgian stoner rock,delete
4123,iranian metal,delete
4124,fuji,delete
4125,acid idm,delete
4126,chinese electronic,electro
4127,chinese experimental,delete
4128,hangpan,delete
4129,zim hip hop,delete
4130,zimdancehall,delete
4131,murcia indie,delete
4132,japanese worship,delete
4133,classic portuguese pop,delete
4134,musica de intervencao,delete
4135,kantele,delete
4136,musiikkia lapsille,delete
4137,taiwan electronic,electro
4138,telugu hip hop,delete
4139,telugu indie,delete
4140,uk post-punk revival,delete
4141,wellington indie,indie
4142,nepali pop,delete
4143,nephop,delete
4144,bulgarian hip hop,delete
4145,h8000,delete
4146,batidao romantico,delete
4147,indie hidalguense,delete
4148,arkansas indie,indie
4149,indonesian jazz,delete
4150,indonesian reggae,reggae
4151,tijuana indie,delete
4152,west yorkshire indie,indie
4153,trombone brasileiro,delete
4154,rap cristao,delete
4155,trap cristao,trap
4156,ghanaian alternative,delete
4157,lithuanian hip hop,delete
4158,lithuanian pop,delete
4159,italo beats,delete
4160,musica lombarda,delete
4161,swedish idol pop,delete
4162,musica mato-grossense,delete
4163,nova musica carioca,delete
4164,indie michoacano,delete
4165,brasilia indie,delete
4166,karneval,delete
4167,malian traditional,delete
4168,balafon,delete
4169,rap baixada fluminense,delete
4170,trap carioca,trap
4171,trap funk,funk
4172,balkan hip hop,delete
4173,mevlevi sufi,delete
4174,gospel rap,gospel
4175,sundanese traditional,delete
4176,pinoy r&b,delete
4177,georgian alternative,delete
4178,chant basque,delete
4179,musica occitana,delete
4180,norwegian house,delete
4181,russian electronic,electro
4182,russian experimental electronic,electro
4183,australian comedy,delete
4184,nepali indie,delete
4185,devon indie,indie
4186,norwegian prog,delete
4187,colombian indie,delete
4188,indie rock colombiano,delete
4189,finnish soul,soul
4190,spiritual hip hop,delete
4191,palestinian pop,delete
4192,deep discofox,delete
4193,junior eurovision,delete
4194,cimbalova muzika,delete
4195,chinese jazz,delete
4196,sung poetry,delete
4197,bury st edmunds indie,indie
4198,east anglia indie,indie
4199,rock dominicano,delete
4200,suomirap,delete
4201,trap colombiano,trap
4202,boom bap brasileiro,delete
4203,funk ostentacao,funk
4204,rap abc paulista,delete
4205,rap nacional antigo,delete
4206,svensk indie,delete
4207,turkish alt pop,delete
4208,rap cearense,delete
4209,antilliaanse rap,delete
4210,experimental black metal,hardcore_rock
4211,pop minang,delete
4212,spanish contemporary classical,delete
4213,kapa haka,delete
4214,waiata maori,delete
4215,trondersk musikk,delete
4216,neo-proto,delete
4217,cantonese opera,delete
4218,pop costarricense,delete
4219,russian drill,delete
4220,russian grime,delete
4221,cerkes muzikleri,delete
4222,circassian folk,folk
4223,german cloud rap,delete
4224,german trap,trap
4225,lustrum,delete
4226,german r&b,delete
4227,kuduro antigo,delete
4228,ngoni,delete
4229,post-post-hardcore,delete
4230,ensemble stars,delete
4231,salay,delete
4232,trio huasteco,delete
4233,luxembourgian metal,delete
4234,swedish pop punk,delete
4235,italian folk metal,delete
4236,eletronica underground brasileira,delete
4237,greek downtempo,delete
4238,convent,delete
4239,swedish classical,delete
4240,vlaamse cabaret,delete
4241,vlaamse kinderliedje,delete
4242,raggatek,delete
4243,tekno,delete
4244,polish blues,delete
4245,zim gospel,gospel
4246,manitoba country,delete
4247,candombe,delete
4248,glasgow indie,delete
4249,brazilian rockabilly,delete
4250,korean underground rap,delete
4251,png pop,delete
4252,solomon islands pop,delete
4253,greek psychedelic rock,delete
4254,swedish reggae,reggae
4255,swedish trap pop,trap
4256,swedish gangsta rap,delete
4257,tanzanian traditional,delete
4258,pune indie,delete
4259,swedish folk pop,folk
4260,galway indie,delete
4261,canadian death metal,hardcore_rock
4262,gnawa,delete
4263,lithuanian rock,delete
4264,malayalam hip hop,delete
4265,german drill,delete
4266,austin hip hop,rap/hiphop
4267,cybergrind,delete
4268,chinese minyao,delete
4269,chinese singer-songwriter,delete
4270,indonesian blues,delete
4271,greek drill,delete
4272,nz folk,folk
4273,malagasy folk,folk
4274,malagasy pop,delete
4275,pop rap brasileiro,delete
4276,west australian hip hop,delete
4277,italian underground hip hop,delete
4278,rome indie,delete
4279,canadian psychedelic rock,rock
4280,chinese new year,delete
4281,persian alternative,delete
4282,dub brasileiro,delete
4283,drone rock,rock
4284,south african deep house,delete
4285,hawaiian punk,delete
4286,musica brasiliense,delete
4287,st petersburg fl indie,indie
4288,spanish folk rock,delete
4289,dangdut koplo,delete
4290,carimbo,delete
4291,magyar mulatos,delete
4292,italian emo,delete
4293,italian post-hardcore,delete
4294,afrobeat fusion,delete
4295,ukrainian hip hop,delete
4296,dutch drill,delete
4297,rap sardegna,delete
4298,actors,delete
4299,irish rebel song,delete
4300,death industrial,delete
4301,italian reggae,reggae
4302,garage rock mexicano,delete
4303,birmingham hip hop,delete
4304,kansas hip hop,delete
4305,tanci,delete
4306,turkish hip hop,delete
4307,turkish trap,trap
4308,paraguayan indie,delete
4309,pop paraguayo,delete
4310,rap paraguayo,delete
4311,afro-cuban traditional,delete
4312,pipa,delete
4313,disney portugues,delete
4314,musica paranaense,delete
4315,rwandan gospel,gospel
4316,hungarian hip hop,delete
4317,magyar trap,trap
4318,swedish drill,delete
4319,swedish trap,trap
4320,balkan trap,trap
4321,malayalam worship,delete
4322,sesotho pop,delete
4323,musique mandingue,delete
4324,metal pernambucano,delete
4325,huayno popular,delete
4326,denver metal,hardcore_rock
4327,japanese black metal,delete
4328,chinese wind,delete
4329,mexican death metal,delete
4330,polish death metal,delete
4331,belgian punk,delete
4332,belgian black metal,delete
4333,traditional scottish folk,folk
4334,dub product,delete
4335,yunnan traditional,delete
4336,indie emo,indie
4337,jersey club,delete
4338,vapor house,delete
4339,korean soundtrack,delete
4340,virginia indie,indie
4341,backing track,delete
4342,latin shoegaze,delete
4343,polish choir,delete
4344,uwielbienie,delete
4345,hindi worship,delete
4346,israeli jazz,delete
4347,newfoundland indie,indie
4348,norske viser,delete
4349,viola caipira,delete
4350,austrian stoner rock,delete
4351,classic sinhala pop,delete
4352,south african trap,trap
4353,umea indie,delete
4354,dweilorkest,delete
4355,disney norsk,delete
4356,michigan folk,folk
4357,música pitiusa,delete
4358,electro bailando,electro
4359,flamenco urbano,delete
4360,klapa,delete
4361,orquesta tropical,delete
4362,japanese disney,delete
4363,kikuyu pop,delete
4364,burkinabe traditional,delete
4365,adelaide indie,indie
4366,indonesian idol pop,delete
4367,turkish alternative rock,delete
4368,kurdish rock,delete
4369,blackened hardcore,delete
4370,dutch trap,trap
4371,musique soninke,delete
4372,brazilian progressive metal,delete
4373,thall,delete
4374,edinburgh metal,delete
4375,jalsat,delete
4376,fallen angel,delete
4377,japanese post-punk,delete
4378,indie sudcaliforniano,indie
4379,gothic doom,delete
4380,icelandic traditional,delete
4381,dombra,delete
4382,hamilton on indie,indie
4383,trouvere,delete
4384,classical saxophone quartet,delete
4385,south african punk,delete
4386,finnish experimental,delete
4387,experimental dub,delete
4388,british electroacoustic,electro
4389,maldivian pop,delete
4390,cumbia boliviana,delete
4391,musica capixaba,delete
4392,musica triste brasileira,delete
4393,rap capixaba,delete
4394,bells,delete
4395,heavy gothic rock,delete
4396,indie nordeste argentino,delete
4397,deep swedish rock,delete
4398,kosovan folk,folk
4399,massage,delete
4400,dutch underground hip hop,delete
4401,gengetone,delete
4402,kenyan hip hop,delete
4403,kenyan pop,delete
4404,rap liegeois,delete
4405,australian americana,delete
4406,rap underground espanol,delete
4407,little rock indie,delete
4408,slovenian hip hop,delete
4409,spanish prog,delete
4410,quebec punk,delete
4411,rock quebecois,delete
4412,finnish rockabilly,delete
4413,botswana pop,delete
4414,christlicher rap,delete
4415,german worship,delete
4416,polish hip hop,delete
4417,polish trap,trap
4418,russian emo,delete
4419,spanish black metal,delete
4420,new wave of speed metal,hardcore_rock
4421,metal cearense,delete
4422,cryptic black metal,hardcore_rock
4423,cueca chilena,delete
4424,whale song,delete
4425,italian heavy metal,delete
4426,french hardcore,delete
4427,taiwan metal,delete
4428,taiwan hip hop,delete
4429,indie campechano,delete
4430,greek indie rock,delete
4431,classical percussion,delete
4432,dusseldorf indie,delete
4433,leipzig electronic,electro
4434,fisarmonica,delete
4435,indie arequipeno,delete
4436,organetto,delete
4437,mandible,delete
4438,experimental club,delete
4439,purple sound,delete
4440,hungarian pop,delete
4441,classical trombone,delete
4442,ainu folk,folk
4443,ecuadorian indie,delete
4444,bernu dziesmas,delete
4445,estonian metal,delete
4446,estonian rock,delete
4447,forro instrumental,delete
4448,sanfona,delete
4449,dancehall colombiano,delete
4450,folclore santiagueno,delete
4451,irish neo-traditional,delete
4452,rock caipira,delete
4453,coupe-decale,delete
4454,zouglou,delete
4455,rap ivoire,delete
