,genre_id,genre_group
1206,seattle metal,hardcore_rock
1207,gothenburg indie,delete
1208,swedish indie folk,folk
1209,swedish indie pop,delete
1210,swedish singer-songwriter,delete
1211,sacramento hip hop,rap/hiphop
1212,british power metal,hardcore_rock
1213,brighton indie,indie
1214,drum and bass,delete
1215,jump up,delete
1216,jungle,delete
1217,la indie,indie
1218,japanese old school hip hop,delete
1219,vancouver indie,indie
1220,pixie,delete
1221,russian trance,delete
1222,indie poptimism,indie
1223,twee pop,pop
1224,welsh indie,indie
1225,welsh rock,delete
1226,indiecoustica,indie
1227,ninja,delete
1228,electropowerpop,electro
1229,oi,delete
1230,jacksonville indie,indie
1231,anglican liturgy,delete
1232,british contemporary classical,delete
1233,ukhc,delete
1234,hardcore,delete
1235,metallic hardcore,hardcore_rock
1236,uk garage,delete
1237,baltic classical,delete
1238,contemporary classical,delete
1239,shimmer pop,delete
1240,australian indie,indie
1241,classic indo pop,delete
1242,pop folk,folk
1243,stomp and flutter,delete
1244,deep uplifting trance,edm
1245,bubble trance,edm
1246,bassline,delete
1247,duranguense,delete
1248,thai teen pop,asian pop
1249,classic progressive house,dance
1250,big room,delete
1251,brostep,delete
1252,dutch edm,delete
1253,slap house,dance
1254,australian electropop,electro
1255,neo-synthpop,delete
1256,eau claire indie,delete
1257,uk pop,pop
1258,k-indie,delete
1259,k-rock,delete
1260,korean pop,asian pop
1261,korean singer-songwriter,delete
1262,dark post-punk,rock
1263,grave wave,delete
1264,minimal wave,delete
1265,finnish edm,delete
1266,funky breaks,delete
1267,greek house,dance
1268,indie fuzzpop,delete
1269,classic hardstyle,delete
1270,euphoric hardstyle,delete
1271,rawstyle,delete
1272,chillwave,delete
1273,electro house,electro
1274,pop edm,edm
1275,progressive electro house,electro
1276,folk-pop,folk
1277,arabesk,delete
1278,turkish folk,folk
1279,turkish pop,delete
1280,danish metal,delete
1281,danish rock,delete
1282,pop nacional antigas,delete
1283,k-pop,asian pop
1284,k-pop boy group,asian pop
1285,canadian hip hop,rap/hiphop
1286,toronto rap,rap/hiphop
1287,uk post-hardcore,rock
1288,uk alternative pop,delete
1289,lo-fi emo,delete
1290,fidget house,dance
1291,macedonian folk,folk
1292,brooklyn indie,indie
1293,german trance,delete
1294,dutch indie,delete
1295,social media pop,pop
1296,french tech house,dance
1297,french techno,delete
1298,minimal techno,edm
1299,tech house,dance
1300,cosmic black metal,hardcore_rock
1301,depressive black metal,hardcore_rock
1302,german black metal,delete
1303,pop ambient,pop
1304,warm drone,delete
1305,canadian indie,indie
1306,experimental hip hop,rap/hiphop
1307,north carolina indie,indie
1308,north carolina roots,delete
1309,narodna muzika,delete
1310,sevdah,delete
1311,turbo folk,folk
1312,norwegian hip hop,delete
1313,pittsburgh rap,rap/hiphop
1314,francoton,delete
1315,northern irish indie,delete
1316,modern southern rock,rock
1317,new french touch,delete
1318,nu disco,disco
1319,country pop,country
1320,uk dance,dance
1321,west african jazz,delete
1322,afro soul,soul
1323,south african pop,delete
1324,south african pop dance,delete
1325,highlife,delete
1326,rumba congolaise,delete
1327,soukous,delete
1328,african gospel,gospel
1329,azontobeats,delete
1330,makossa,delete
1331,thai rock,delete
1332,thai pop,asian pop
1333,brutal deathcore,hardcore_rock
1334,deathcore,hardcore_rock
1335,progressive deathcore,hardcore_rock
1336,malian blues,blues
1337,mande pop,delete
1338,wassoulou,delete
1339,neo-traditional bluegrass,delete
1340,school choir,delete
1341,bergen indie,delete
1342,indie cafe pop,indie
1343,southern gospel,gospel
1344,family gospel,gospel
1345,french shoegaze,delete
1346,instrumental post-rock,rock
1347,dutch house,dance
1348,deep dance pop,delete
1349,gabba,delete
1350,speedcore,delete
1351,uptempo hardcore,delete
1352,digital hardcore,delete
1353,future rock,rock
1354,complextro,delete
1355,dubstep product,delete
1356,vegas indie,indie
1357,berlin school,delete
1358,vapor pop,pop
1359,progressive psytrance,edm
1360,psychedelic trance,edm
1361,canadian experimental,delete
1362,drift,delete
1363,new isolationism,delete
1364,chicago drill,delete
1365,drill,delete
1366,seattle hip hop,rap/hiphop
1367,jewish a capella,delete
1368,jewish pop,delete
1369,edmonton indie,indie
1370,alt z,delete
1371,canadian electropop,electro
1372,hyperpop,pop
1373,modern dream pop,pop
1374,progressive uplifting trance,edm
1375,nashville indie,indie
1376,australian talent show,delete
1377,irish pop,delete
1378,uk metalcore,hardcore_rock
1379,swiss pop,delete
1380,small room,delete
1381,bass trap,trap
1382,gaming edm,edm
1383,traprun,trap
1384,indie surf,indie
1385,chillstep,delete
1386,trap soul,trap
1387,australian indie folk,folk
1388,epicore,delete
1389,indonesian pop,asian pop
1390,japanese electropop,electro
1391,vocaloid,delete
1392,orlando indie,indie
1393,korean old school hip hop,delete
1394,anime rock,delete
1395,j-pixie,delete
1396,israeli hip hop,delete
1397,pop violin,delete
1398,czech hip hop,delete
1399,czsk hip hop,delete
1400,irish singer-songwriter,delete
1401,roots worship,delete
1402,iowa indie,indie
1403,canadian electronic,electro
1404,latin viral pop,latin
1405,rap latina,latin
1406,classic malaysian pop,asian pop
1407,malaysian pop,asian pop
1408,rock kapak,delete
1409,rare groove,delete
1410,classic australian country,delete
1411,j-rock,delete
1412,belgian edm,delete
1413,crust punk,rock
1414,sky room,delete
1415,hardstyle,delete
1416,norwegian pop,delete
1417,new comedy,delete
1418,neo-singer-songwriter,delete
1419,gauze pop,pop
1420,shiver pop,pop
1421,swedish synthpop,delete
1422,musica per bambini,delete
1423,australian hip hop,rap/hiphop
1424,nz hip hop,rap/hiphop
1425,polynesian pop,asian pop
1426,future funk,funk
1427,melodic rap,rap/hiphop
1428,german indie,delete
1429,german punk rock,delete
1430,bouyon,delete
1431,kentucky hip hop,rap/hiphop
1432,deep ragga,caribbean
1433,dark trap,trap
1434,idol rock,rock
1435,kawaii metal,delete
1436,japanese jazz fusion,delete
1437,industrial hip hop,rap/hiphop
1438,mississippi hip hop,rap/hiphop
1439,indie electropop,electro
1440,la pop,pop
1441,modern alternative pop,pop
1442,vapor soul,soul
1443,bedroom pop,pop
1444,deep talent show,delete
1445,baltimore indie,indie
1446,minimal tech house,dance
1447,balearic,dance
1448,scottish electronic,electro
1449,water,delete
1450,sound,delete
1451,white noise,delete
1452,binaural,delete
1453,brain waves,delete
1454,emo rap,delete
1455,vapor trap,trap
1456,florida rap,trap
1457,deep underground hip hop,rap/hiphop
1458,canadian americana,delete
1459,canadian contemporary country,country
1460,saskatchewan indie,delete
1461,atmospheric dnb,delete
1462,liquid funk,funk
1463,rhode island rap,delete
1464,sad rap,delete
1465,liverpool indie,rock
1466,uk funky,delete
1467,modern big band,delete
1468,scottish jazz,delete
1469,moombahton,delete
1470,electronic trap,trap
1471,deep funk house,dance
1472,dfw rap,delete
1473,classify,delete
1474,meme rap,delete
1475,san diego rap,rap/hiphop
1476,cantopop,asian pop
1477,xinyao,delete
1478,hawaiian hip hop,delete
1479,coverchill,delete
1480,deep classic garage rock,rock
1481,afro dancehall,caribbean
1482,azonto,delete
1483,nigerian hip hop,delete
1484,nigerian pop,delete
1485,finnish power metal,delete
1486,viral rap,rap/hiphop
1487,newcastle nsw indie,indie
1488,icelandic indie,delete
1489,icelandic rock,delete
1490,dmv rap,rap/hiphop
1491,gqom,delete
1492,korean r&b,delete
1493,background music,delete
1494,indie anthem-folk,folk
1495,oakland indie,indie
1496,kentucky indie,indie
1497,munich electronic,electro
1498,broken beat,delete
1499,japanese jazztronica,delete
1500,smooth soul,soul
1501,deep comedy,delete
1502,lo-fi beats,delete
1503,bardcore,delete
1504,nu skool breaks,delete
1505,israeli techno,delete
1506,organic house,dance
1507,future garage,delete
1508,swedish electronic,electro
1509,italian trance,delete
1510,pittsburgh indie,indie
1511,detroit trap,trap
1512,el paso indie,indie
1513,atl trap,trap
1514,bubblegrunge,delete
1515,norwegian indie,delete
1516,classic k-pop,asian pop
1517,korean electropop,electro
1518,cincinnati rap,rap/hiphop
1519,deep southern soul,soul
1520,reggaeton colombiano,latin
1521,rap conscient,delete
1522,post-minimalism,delete
1523,nyc pop,pop
1524,minimal melodic techno,edm
1525,deep minimal techno,edm
1526,deep euro house,dance
1527,vapor twitch,delete
1528,chillhop,delete
1529,bedroom soul,soul
1530,midwest americana,delete
1531,brooklyn drill,delete
1532,minnesota hip hop,rap/hiphop
1533,austindie,indie
1534,italian progressive rock,delete
1535,british indie rock,rock
1536,german dance,dance
1537,deep progressive trance,edm
1538,dream trance,edm
1539,old school hard trance,edm
1540,german electronica,electro
1541,pop reggaeton,latin
1542,modern indie pop,indie
1543,future bass,delete
1544,mashup,delete
1545,r&b en espanol,delete
1546,dubsteppe,delete
1547,birmingham grime,delete
1548,grime,delete
1549,instrumental grime,delete
1550,irish electronic,electro
1551,tech trance,edm
1552,ritmo kombina,delete
1553,funk carioca,delete
1554,funk pop,delete
1555,pagode baiano,delete
1556,pop nacional,delete
1557,american romanticism,delete
1558,concert band,delete
1559,marching band,delete
1560,mexican classical,delete
1561,entehno,delete
1562,washboard,delete
1563,vintage spanish pop,delete
1564,merengue,delete
1565,german ccm,delete
1566,muzica populara,delete
1567,classic greek pop,delete
1568,greek pop,delete
1569,khaleeji iraqi,delete
1570,middle eastern traditional,delete
1571,streichquartett,delete
1572,bengali folk,folk
1573,hungarian folk,folk
1574,magyar alternative,delete
1575,monterrey indie,indie
1576,folclore extremeno,delete
1577,kashmiri pop,delete
1578,italian baritone,delete
1579,trad jazz catala,delete
1580,classical horn,delete
1581,qawwali,delete
1582,english renaissance,delete
1583,renaissance,delete
1584,marathi traditional,delete
1585,fado,delete
1586,guitarra portuguesa,delete
1587,soda pop,pop
1588,caucasian classical,delete
1589,indian jazz,delete
1590,indian violin,delete
1591,chinese instrumental,delete
1592,jazz accordion,delete
1593,german hip hop,delete
1594,kannada bhava geethe,delete
1595,pakistani folk,folk
1596,serialism,delete
1597,irish classical,delete
1598,deep delta blues,blues
1599,traditional southern folk,folk
1600,telugu devotional,delete
1601,classical contralto,delete
1602,afghan pop,delete
1603,afghan traditional,delete
1604,flick hop,delete
1605,canadian classical,delete
1606,japanese traditional,delete
1607,traditional rockabilly,delete
1608,german jazz,delete
1609,canadian rockabilly,delete
1610,canadian blues,blues
1611,gregorian chant,delete
1612,deep soundtrack,delete
1613,music box,delete
1614,contemporary gospel,gospel
1615,papuri,delete
1616,canzone d'autore,delete
1617,canadian indigenous,delete
1618,american primitive,delete
1619,drone folk,folk
1620,fingerstyle,delete
1621,military cadence,delete
1622,vintage french electronic,electro
1623,dabke,delete
1624,south african jazz,delete
1625,brazilian indie,delete
1626,brazilian rock,delete
1627,japanese psychedelic,delete
1628,deep funk,funk
1629,nova mpb,delete
1630,samba de roda,delete
1631,traditional soul,soul
1632,persian pop,delete
1633,nueva ola chilena,delete
1634,nova canco,delete
1635,musica popular mineira,delete
1636,michigan indie,indie
1637,canterbury scene,delete
1638,irish pub song,delete
1639,indie quebecois,delete
1640,prog quebec,delete
1641,dusseldorf electronic,electro
1642,mallet,delete
1643,traditional bluegrass,delete
1644,afro-funk,funk
1645,italian classical piano,delete
1646,latin soundtrack,latin
1647,jazz cubano,delete
1648,mariachi cristiano,delete
1649,musica jibara,delete
1650,classical saxophone,delete
1651,bossa nova jazz,jazz
1652,jazz orchestra,jazz
1653,northern irish punk,delete
1654,barockinterpreten,delete
1655,go-go,delete
1656,deep disco,disco
1657,deep soft rock,rock
1658,brazilian classical piano,delete
1659,modern hard rock,rock
1660,portland punk,rock
1661,dub poetry,delete
1662,doom metal,hardcore_rock
1663,nwothm,delete
1664,folk rock italiano,folk
1665,west end,delete
1666,brazilian reggae,caribbean
1667,gothic post-punk,rock
1668,neo-progressive,delete
1669,garage punk,rock
1670,folclor colombiano,delete
1671,musica andina colombiana,delete
1672,black metal,hardcore_rock
1673,black thrash,hardcore_rock
1674,british black metal,hardcore_rock
1675,steampunk,delete
1676,merengue tipico,delete
1677,uk82,delete
1678,irish country,delete
1679,latin christian,delete
1680,latin worship,delete
1681,dub punk,delete
1682,kayokyoku,delete
1683,spanish synthpop,delete
1684,shakuhachi,delete
1685,corrosion,delete
1686,colombian rock,delete
1687,south african choral,delete
1688,xhosa,delete
1689,danish jazz,delete
1690,messianic praise,delete
1691,japanese instrumental,delete
1692,christian metal,delete
1693,christian power metal,delete
1694,emocore,rock
1695,musique pour enfant quebecois,delete
1696,german show tunes,delete
1697,deep christian rock,delete
1698,comic metal,hardcore_rock
1699,classic cantopop,asian pop
1700,canadian choir,delete
1701,detroit house,dance
1702,techno,edm
1703,zouk,delete
1704,garage pop,delete
1705,buffalo ny indie,indie
1706,virginia punk,rock
1707,dark jazz,jazz
1708,deep latin christian,delete
1709,lldm,delete
1710,modern string quartet,delete
1711,bouncy house,dance
1712,hong kong rock,delete
1713,historical keyboard,delete
1714,dreamgaze,delete
1715,louisville underground,delete
1716,math rock,rock
1717,brutal death metal,hardcore_rock
1718,buffalo ny metal,hardcore_rock
1719,pop chileno,delete
1720,american shoegaze,rock
1721,musica hondurena,delete
1722,punta,delete
1723,punta rock,rock
1724,horrorcore,delete
1725,strut,delete
1726,brazilian groove metal,delete
1727,brazilian metal,delete
1728,brazilian thrash metal,delete
1729,deathrash,hardcore_rock
1730,latin metal,delete
1731,metal mineiro,delete
1732,grand rapids indie,delete
1733,boston hip hop,rap/hiphop
1734,australian children's music,delete
1735,spanish renaissance,delete
1736,early music choir,delete
1737,madrigal,delete
1738,polyphony,delete
1739,vocal ensemble,delete
1740,melodic groove metal,hardcore_rock
1741,emo punk,rock
1742,neo-classical,delete
1743,nordic classical piano,delete
1744,nl folk,folk
1745,calming instrumental,delete
1746,classical harp,delete
1747,classical oboe,delete
1748,baroque woodwind,delete
1749,recorder,delete
1750,phonk,delete
1751,ohio indie,indie
1752,japanese contemporary classical,delete
1753,ballet class,delete
1754,musica canaria,delete
1755,japanese dream pop,asian pop
1756,pop flamenco,latin
1757,mexican hip hop,delete
1758,rap underground mexicano,delete
1759,argentine reggae,caribbean
1760,reggae en espanol,caribbean
1761,vallenato moderno,delete
1762,cumbia andina mexicana,delete
1763,vbs,delete
1764,clean comedy,delete
1765,classic dubstep,delete
1766,eugene indie,indie
1767,celtic metal,delete
1768,medieval rock,delete
1769,spanish folk metal,delete
1770,spanish metal,delete
1771,progressive alternative,delete
1772,classic israeli pop,delete
1773,israeli singer-songwriter,delete
1774,mizrahi,delete
1775,italo dance,delete
1776,dark cabaret,delete
1777,swedish hardcore,delete
1778,swedish post-hardcore,delete
1779,vegan straight edge,delete
1780,florida death metal,hardcore_rock
1781,technical death metal,hardcore_rock
1782,ny roots,delete
1783,kirtan,delete
1784,shamanic,delete
1785,moroccan pop,delete
1786,rai,delete
1787,reggae maghreb,caribbean
1788,nordic post-rock,delete
1789,taiwan classical performance,delete
1790,contemporary classical piano,delete
1791,hungarian choir,delete
1792,chamber choir,delete
1793,oxford choir,delete
1794,asbury park indie,indie
1795,nashville singer-songwriter,delete
1796,russian dnb,delete
1797,german indie pop,delete
1798,christian a cappella,delete
1799,collage pop,delete
1800,american metalcore,hardcore_rock
1801,mathcore,delete
1802,vintage hawaiian,delete
1803,steel guitar,delete
1804,boston hardcore,delete
1805,early american folk,folk
1806,black sludge,delete
1807,post-black metal,hardcore_rock
1808,post-doom metal,hardcore_rock
1809,post-metal,hardcore_rock
1810,voidgaze,delete
1811,jewish hip hop,delete
1812,one-person band,delete
1813,canadian comedy,delete
1814,livetronica,delete
1815,japanese prog,delete
1816,musica de fondo,delete
1817,workout product,delete
1818,canadian soundtrack,delete
1819,cumbia salvadorena,delete
1820,cornish folk,folk
1821,rap cristiano,delete
1822,reggaeton cristiano,delete
1823,connecticut hardcore,delete
1824,electroclash,electro
1825,power noise,delete
1826,swiss techno,delete
1827,brazilian power metal,delete
1828,rock cristiano,delete
1829,ambient psychill,delete
1830,goa trance,delete
1831,psychill,delete
1832,austrian punk,delete
1833,swedish americana,delete
1834,frenchcore,delete
1835,canadian hardcore,delete
1836,louisville indie,indie
1837,american post-rock,rock
1838,cinematic post-rock,delete
1839,christian metalcore,delete
1840,tampa indie,indie
1841,brass band,delete
1842,second line,delete
1843,street band,delete
1844,quebec indie,indie
1845,acid trance,edm
1846,bossa nova cover,delete
1847,latin afrobeat,latin
1848,puerto rican rock,delete
1849,rap conciencia,delete
1850,electro latino,latin
1851,retro soul,soul
1852,hard house,dance
1853,orthodox chant,delete
1854,ukrainian choir,delete
1855,nintendocore,delete
1856,progressive post-hardcore,delete
1857,swancore,delete
1858,jumptek,delete
1859,dortmund indie,delete
1860,welsh metal,delete
1861,vancouver metal,hardcore_rock
1862,san marcos tx indie,indie
1863,classic nz pop,pop
1864,atmosphere,delete
1865,healing,delete
1866,canadian folk,folk
1867,kids dance party,delete
1868,hard trance,edm
1869,french indie pop,delete
1870,nouvelle chanson francaise,delete
1871,anime latino,delete
1872,j-metal,delete
1873,visual kei,delete
1874,experimental folk,folk
1875,alabama rap,rap/hiphop
1876,ukrainian classical piano,delete
1877,lds youth,delete
1878,british brass band,delete
1879,relaxative,delete
1880,audiophile vocal,delete
1881,rebel blues,delete
1882,danish electronic,electro
1883,kompa,delete
1884,classic danish pop,delete
1885,danish hip hop,delete
1886,afrikaans,delete
1887,south african country,delete
1888,bitpop,delete
1889,georgian electronic,electro
1890,cuatro venezolano,delete
1891,skanska musik,delete
1892,dark techno,edm
1893,schranz,delete
1894,post-screamo,delete
1895,bath indie,indie
1896,orgcore,delete
1897,glee club,delete
1898,croatian pop,delete
1899,yugoslav rock,delete
1900,french post-punk,delete
1901,trancecore,delete
1902,charlottesville indie,indie
1903,auckland indie,indie
1904,college marching band,delete
1905,guinean pop,delete
1906,mbalax,delete
1907,dansktop,delete
1908,musica andorra,delete
1909,thai idol,delete
1910,minecraft,delete
1911,rock paraense,delete
1912,romanian pop,delete
1913,kaneka,delete
1914,japanese power metal,delete
1915,uk worship,delete
1916,street punk,rock
1917,arab electronic,electro
1918,neo r&b,rnb
1919,alabama indie,indie
1920,chill lounge,delete
1921,frankfurt electronic,electro
1922,oaxaca indie,indie
1923,cosmic uplifting trance,edm
1924,deep east coast hip hop,rap/hiphop
1925,string orchestra,classical
1926,downtempo bass,delete
1927,glitch hop,delete
1928,irish indie,delete
1929,psychedelic pop,delete
1930,shonen,delete
1931,italian electronica,electro
1932,uk house,dance
1933,aussietronica,delete
1934,american oi,delete
1935,float house,dance
1936,danish alternative rock,delete
1937,bristol electronic,electro
1938,ottawa rap,rap/hiphop
1939,nz reggae,caribbean
1940,samoan pop,delete
1941,cubaton,delete
1942,melodic dubstep,delete
1943,dutch hip hop,delete
1944,melbourne bounce,edm
1945,german thrash metal,delete
1946,nu-metalcore,hardcore_rock
1947,amharic pop,delete
1948,jazz house,delete
1949,lithuanian electronic,electro
1950,viral trap,trap
1951,south african house,dance
1952,hard minimal techno,edm
1953,hamburg electronic,electro
1954,world chill,delete
1955,australian house,dance
1956,chill r&b,rnb
1957,salsa cristiana,delete
1958,lo-fi house,dance
1959,beats,delete
1960,uk contemporary r&b,rnb
1961,austin americana,delete
1962,glitchcore,delete
1963,taiwan singer-songwriter,delete
1964,kingston on indie,indie
1965,waiata mo tamariki,delete
1966,neo honky tonk,delete
1967,classic indonesian rock,rock
1968,indonesian rock,delete
1969,speedrun,delete
1970,dong-yo,delete
1971,lo-fi chill,delete
1972,dubstep,delete
1973,deep big room,delete
1974,gothenburg metal,delete
1975,swedish power metal,delete
1976,russelater,delete
1977,norwegian pop rap,delete
1978,beatboxing,delete
1979,yaoi,delete
1980,alternative pop rock,rock
1981,spanish indie pop,delete
1982,scam rap,delete
1983,irish hip hop,delete
1984,deep ccm,delete
1985,korean ost,delete
1986,deathgrass,delete
1987,west coast reggae,caribbean
1988,cape town indie,delete
1989,indie rockism,indie
1990,didgeridoo,delete
1991,modern uplift,delete
1992,corridos tumbados,delete
1993,korean trap,trap
1994,dalarna indie,delete
1995,glitch,delete
1996,ghanaian hip hop,delete
1997,swedish dancehall,delete
1998,carnaval cadiz,delete
1999,nisiotika,delete
2000,early reggae,caribbean
2001,old-time fiddle,delete
2002,hardvapour,delete
2003,sertanejo tradicional,delete
2004,musica antigua,delete
2005,shehnai,delete
2006,viola,delete
2007,forro,delete
2008,punk rock italiano,delete
2009,tollywood,delete
2010,classic persian pop,delete
2011,re:techno,edm
2012,bandolim,delete
2013,indonesian punk,delete
2014,israeli classical,delete
2015,classic tollywood,delete
2016,classic kollywood,delete
2017,oratory,delete
2018,nadaswaram,delete
2019,prepared piano,delete
2020,classic czech pop,delete
2021,czech folk,folk
2022,detske pisnicky,delete
2023,musica prehispanica,delete
2024,czech contemporary classical,delete
2025,moravian folk,folk
2026,vintage rockabilly,delete
2027,chamame,delete
2028,folclore salteno,delete
2029,folklore argentino,folk
2030,guitarra argentina,delete
2031,sitar,delete
2032,world fusion,delete
2033,nova musica pernambucana,delete
2034,musica juiz-forana,delete
2035,jazz venezolano,delete
2036,bush ballad,delete
2037,folclor afrocolombiano,delete
2038,northumbrian folk,folk
2039,belgian singer-songwriter,delete
2040,beat italiano,delete
2041,yorkshire folk,folk
2042,british jazz,jazz
2043,old west,delete
2044,steelpan,delete
2045,porro,delete
2046,swiss jazz,delete
2047,rock baiano,delete
2048,argentine indie,delete
2049,experimental guitar,delete
2050,musica alagoana,delete
2051,hurdy-gurdy,delete
2052,alternative roots rock,rock
2053,eastern bloc groove,delete
2054,rock progressif francais,delete
2055,deep punk rock,rock
2056,classic afrobeat,delete
2057,japanese vocal jazz,delete
2058,norwegian experimental,delete
2059,autoharp,delete
2060,kundiman,delete
2061,modern performance,delete
2062,japanese experimental,delete
2063,d-beat,delete
2064,idol kayo,delete
2065,scottish folk,folk
2066,italian violin,delete
2067,brazilian soul,soul
2068,neo-trad metal,hardcore_rock
2069,harp,delete
2070,jig and reel,delete
2071,chinese audiophile,delete
2072,taiwan campus folk,folk
2073,hokkien pop,delete
2074,fo jing,delete
2075,belgian jazz,delete
2076,harmonica jazz,jazz
2077,epic doom,delete
2078,opera metal,delete
2079,swedish doom metal,delete
2080,swedish metal,delete
2081,synthetic classical,delete
2082,dunedin indie,delete
2083,dunedin sound,delete
2084,nz indie,delete
2085,modern cello,delete
2086,rock brasiliense,delete
2087,rock nacional brasileiro,delete
2088,christchurch indie,indie
2089,classic russian rock,delete
2090,russian post-punk,delete
2091,swiss black metal,delete
2092,swiss metal,delete
2093,trova mexicana,delete
2094,olympia wa indie,indie
2095,british experimental,delete
2096,british industrial,delete
2097,autonomous black metal,hardcore_rock
2098,pagan black metal,hardcore_rock
2099,swedish black metal,delete
2100,viking black metal,delete
2101,viking metal,delete
2102,russian chanson,delete
2103,russian rock,delete
2104,gaita zuliana,delete
2105,technical groove metal,hardcore_rock
2106,belgian classical piano,delete
2107,rosary,delete
2108,vancouver punk,rock
2109,contemporary folk,folk
2110,detroit techno,edm
2111,death 'n' roll,delete
2112,swedish death metal,delete
2113,korean classical performance,delete
2114,cuarteto,delete
2115,dutch jazz,delete
2116,cape verdean folk,folk
2117,morna,delete
2118,musica cabo-verdiana,delete
2119,twoubadou,delete
2120,villancicos,delete
2121,deep smooth jazz,jazz
2122,triangle indie,indie
2123,pinoy reggae,delete
2124,pinoy rock,delete
2125,classical piano duo,delete
2126,retro metal,hardcore_rock
2127,garage house,dance
2128,desert blues,blues
2129,norwegian black metal,delete
2130,hard rock mexicano,delete
2131,alberta country,country
2132,polynesian hip hop,delete
2133,mexican indie,delete
2134,power-pop punk,rock
2135,indian indie,delete
2136,egyptian pop,delete
2137,rif,delete
2138,final fantasy,delete
2139,japanese vgm,delete
2140,ska jazz,ska
2141,tamborazo,delete
2142,deep norteno,delete
2143,latino comedy,delete
2144,hungarian contemporary classical,delete
2145,venezuelan rock,delete
2146,classical countertenor,delete
2147,baroque violin,delete
2148,nz singer-songwriter,delete
2149,bhangra,delete
2150,classic belgian pop,delete
2151,glitch pop,delete
2152,finnish metal,delete
2153,crack rock steady,delete
2154,finnish death metal,delete
2155,finnish melodeath,delete
2156,melodic death metal,hardcore_rock
2157,duluth indie,delete
2158,classic j-pop,asian pop
2159,oceania soundtrack,delete
2160,montreal indie,indie
2161,j-pop boy group,asian pop
2162,bulgarian electronic,electro
2163,odia bhajan,delete
2164,odia pop,delete
2165,australian indigenous,delete
2166,indian rock,delete
2167,indian singer-songwriter,delete
2168,acoustic rock,delete
2169,east coast reggae,caribbean
2170,swedish heavy metal,delete
2171,victoria bc indie,indie
2172,modern jazz piano,jazz
2173,cleveland metal,hardcore_rock
2174,vaporwave,delete
2175,svensk progg,delete
2176,swedish prog,delete
2177,brazilian grindcore,delete
2178,miami metal,hardcore_rock
2179,progressive sludge,delete
2180,belgian new wave,delete
2181,new wave of thrash metal,hardcore_rock
2182,japanese chillhop,delete
2183,therapy,delete
2184,alternative hardcore,rock
2185,riddim,delete
2186,canadian post-hardcore,rock
2187,atlanta punk,rock
2188,swedish punk,delete
2189,deep soul house,dance
2190,crossover prog,delete
2191,j-acoustic,delete
2192,japanese shoegaze,delete
2193,deep german punk,delete
2194,german metalcore,delete
2195,russian thrash metal,delete
2196,deep full on,delete
2197,christian thrash metal,delete
2198,hard glam,rock
2199,euroska,ska
2200,indie veneto,delete
2201,italian punk,delete
2202,italian ska,ska
2203,street punk espanol,delete
2204,chamber folk,folk
2205,symphonic death metal,hardcore_rock
2206,shaabi,delete
2207,brazilian black metal,delete
2208,metal catarinense,delete
2209,indy indie,indie
2210,traditional british folk,folk
2211,tulsa indie,indie
2212,electra,electro
2213,bosnian electronic,electro
2214,ecuadorian pop,delete
2215,tolkien metal,hardcore_rock
2216,djent,delete
2217,technical thrash,hardcore_rock
2218,powerviolence,delete
2219,christian pop,delete
2220,latin tech house,dance
2221,south carolina indie,indie
2222,doomcore,delete
2223,polish prog,delete
2224,japanese piano,delete
2225,basel indie,indie
2226,dark minimal techno,edm
2227,german dark minimal techno,delete
2228,deep eurodance,edm
2229,deep deep house,edm
2230,australian black metal,hardcore_rock
2231,guatemalan pop,delete
2232,latinx alternative,delete
2233,rock chapin,delete
2234,fake,delete
2235,discofox,delete
2236,partyschlager,delete
2237,schlager,delete
2238,italian metal,delete
2239,hungarian techno,delete
2240,432hz,delete
2241,belarusian pop,delete
2242,destroy techno,edm
2243,industrial hardcore,delete
2244,pirate,delete
2245,swedish house,dance
2246,deep vocal house,dance
2247,filthstep,delete
2248,gaming dubstep,delete
2249,thai hip hop,delete
2250,dakke dak,delete
2251,japanese emo,delete
2252,japanese pop punk,delete
2253,popgaze,delete
2254,slovak hip hop,delete
2255,slovak pop,delete
2256,rochester ny indie,indie
2257,ukrainian electronic,electro
2258,chill groove,delete
2259,croatian electronic,electro
2260,alternative americana,delete
2261,dark hardcore,delete
2262,hopebeat,delete
2263,focus beats,delete
2264,belarusian electronic,electro
2265,yoga,delete
2266,indie game soundtrack,delete
2267,estonian pop,delete
2268,greek contemporary classical,delete
2269,greek guitar,delete
2270,tekk,delete
2271,kawaii future bass,delete
2272,dutch indie rock,delete
2273,deep darkpsy,delete
2274,japanese indie rock,delete
2275,russian dance,dance
2276,mexican edm,delete
2277,indie psych-pop,indie
2278,shimmer psych,delete
2279,rochester mn indie,indie
2280,thai folk rock,delete
2281,eurovision,delete
2282,deep techno,edm
2283,melodic techno,edm
2284,rhythm game,delete
2285,neo-traditional country,delete
2286,bhojpuri pop,delete
2287,minneapolis indie,indie
2288,cantaditas,delete
2289,deep pop edm,delete
2290,j-division,delete
2291,wave,delete
2292,witch house,delete
2293,belarusian indie,delete
2294,sovietwave,delete
2295,k-pop girl group,asian pop
2296,hard dance,delete
2297,baltimore hip hop,rap/hiphop
2298,indonesian edm,delete
2299,afro house,delete
2300,brazilian edm,delete
2301,sudanese pop,delete
2302,leicester indie,indie
