,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
21866,0.772,0.879,2,-4.22,1,0.34,0.0283,2.25e-06,0.256,0.309,61.309,5,4
21867,0.591,0.627,1,-6.117,1,0.157,0.0696,0.0,0.127,0.0717,175.871,4,4
21868,0.563,0.584,2,-6.838,0,0.203,0.157,0.0,0.165,0.335,167.022,4,4
21869,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,4,4
21870,0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,4,4
21871,0.931,0.667,6,-7.043,0,0.318,0.0144,0.0,0.15,0.667,142.039,4,4
21872,0.775,0.542,0,-7.532,1,0.474,0.162,0.0,0.14,0.326,112.456,5,4
21873,0.82,0.5,10,-11.1,0,0.452,0.106,0.0,0.183,0.729,89.09,4,4
21874,0.507,0.576,6,-10.001,0,0.319,0.23,0.0,0.11,0.437,149.683,4,4
21875,0.823,0.504,8,-8.65,0,0.16,0.206,0.0,0.417,0.481,112.985,4,4
21876,0.804,0.725,1,-9.463,1,0.0838,0.0912,0.0,0.0708,0.356,139.967,4,4
21877,0.609,0.757,2,-5.605,1,0.119,0.299,0.0,0.63,0.379,128.022,4,4
21878,0.944,0.579,8,-4.961,1,0.191,0.0381,0.0,0.253,0.769,135.033,4,4
21879,0.799,0.647,9,-6.553,1,0.307,0.0748,1.13e-05,0.506,0.586,142.005,4,4
21880,0.745,0.5,8,-6.184,1,0.136,0.439,0.0,0.0943,0.433,76.968,4,4
21881,0.961,0.457,7,-7.91,1,0.199,0.04,0.0,0.117,0.39,124.011,4,4
21882,0.859,0.563,1,-6.635,0,0.112,0.0541,0.0,0.0685,0.412,119.934,4,4
21883,0.877,0.656,2,-5.823,1,0.417,0.148,0.0,0.16,0.535,139.883,4,4
21884,0.658,0.769,11,-5.16,0,0.279,0.245,2.15e-06,0.313,0.611,140.042,4,4
21885,0.703,0.754,6,-7.103,0,0.136,0.0226,0.000744,0.201,0.57,140.101,4,4
21886,0.929,0.563,9,-7.428,1,0.49,0.000592,0.0,0.244,0.353,129.957,4,4
21887,0.706,0.576,1,-7.665,0,0.2,0.0199,0.0,0.133,0.319,149.983,4,4
21888,0.719,0.495,5,-8.819,1,0.0898,0.387,0.0,0.098,0.198,144.969,4,4
21889,0.816,0.502,0,-6.02,1,0.319,0.611,0.0,0.341,0.338,73.463,4,4
21890,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4,4
21891,0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,4,4
21892,0.675,0.577,7,-5.431,0,0.338,0.331,0.0,0.0857,0.568,193.777,4,4
21893,0.406,0.798,11,-5.585,0,0.432,0.26,0.0,0.461,0.58,71.547,4,4
21894,0.664,0.586,7,-7.813,0,0.238,0.212,0.0,0.216,0.589,88.502,5,4
21895,0.862,0.65,10,-6.978,0,0.355,0.0207,0.0,0.568,0.658,131.194,4,4
21896,0.859,0.77,8,-5.358,0,0.345,0.0056,0.0,0.0731,0.348,155.025,4,4
21897,0.522,0.728,3,-3.801,0,0.0323,0.00134,0.0,0.132,0.18,124.045,4,4
21898,0.898,0.567,1,-6.446,1,0.302,0.0165,0.0,0.109,0.602,141.973,4,4
21899,0.942,0.566,11,-4.834,1,0.226,0.0773,0.0,0.11,0.479,132.858,4,4
21900,0.654,0.763,5,-5.486,0,0.0638,0.111,1.85e-05,0.066,0.457,160.929,4,4
21901,0.794,0.637,11,-6.373,1,0.267,0.11,0.0,0.185,0.503,158.098,4,4
21902,0.865,0.382,1,-10.158,1,0.252,0.573,0.0,0.127,0.242,135.045,4,4
21903,0.657,0.76,1,-3.446,1,0.0505,0.172,0.0,0.149,0.425,156.082,4,4
21904,0.958,0.6,9,-6.996,0,0.118,0.0391,0.0,0.274,0.607,127.933,4,4
21905,0.908,0.531,0,-8.993,0,0.522,0.0696,0.0,0.161,0.872,140.038,4,4
21906,0.772,0.812,0,-3.995,0,0.153,0.0834,0.0,0.115,0.655,97.407,4,4
21907,0.748,0.578,9,-5.72,1,0.194,0.257,0.0,0.13,0.166,140.016,4,4
21908,0.81,0.566,5,-8.33,1,0.433,0.107,0.0,0.122,0.582,142.069,4,4
21909,0.737,0.597,7,-7.333,1,0.118,0.292,0.0,0.13,0.448,92.049,4,4
21910,0.742,0.72,9,-7.36,0,0.163,0.194,0.0,0.112,0.826,147.089,4,4
21911,0.876,0.847,2,-3.574,1,0.232,0.00335,0.0,0.293,0.882,134.963,4,4
21912,0.651,0.697,10,-5.177,1,0.161,0.106,0.0,0.0801,0.611,92.064,4,4
21913,0.71,0.796,1,-6.365,1,0.261,0.0236,0.0,0.152,0.733,159.951,4,4
21914,0.808,0.639,6,-5.945,1,0.385,0.616,0.0,0.103,0.713,143.949,4,4
21915,0.889,0.372,7,-10.254,0,0.357,0.013,0.0,0.184,0.123,133.997,4,4
21916,0.691,0.566,4,-5.213,0,0.227,0.28,0.0,0.106,0.291,147.982,4,4
21917,0.536,0.622,1,-7.98,1,0.262,0.0744,0.0,0.197,0.227,70.474,3,4
21918,0.957,0.46,1,-7.513,1,0.325,0.00418,0.000748,0.0947,0.191,123.951,4,4
21919,0.834,0.81,8,-4.128,0,0.192,0.121,0.0,0.343,0.73,75.033,4,4
21920,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,4,4
21921,0.828,0.37,7,-7.446,0,0.264,0.487,0.0,0.119,0.557,149.95,4,4
21922,0.641,0.564,1,-6.695,0,0.0443,0.0781,0.0,0.136,0.114,155.296,4,4
21923,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,5,4
21924,0.873,0.663,1,-4.086,1,0.15,0.0216,0.000356,0.0867,0.525,135.499,4,4
21925,0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983,4,4
21926,0.864,0.598,11,-8.076,1,0.238,0.0673,0.0,0.154,0.464,107.93,4,4
21927,0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,4,4
21928,0.957,0.767,0,-5.116,1,0.115,0.0525,0.0,0.117,0.577,110.508,4,4
21929,0.53,0.843,1,-2.271,1,0.39,0.428,0.0,0.164,0.919,199.946,4,4
21930,0.826,0.474,1,-11.705,1,0.479,0.298,0.0,0.114,0.266,162.182,4,4
21931,0.797,0.731,9,-4.443,0,0.0479,0.229,0.0,0.224,0.623,146.93,4,4
21932,0.683,0.799,1,-5.923,1,0.3,0.456,0.0,0.264,0.752,145.128,4,4
21933,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,4,4
21934,0.848,0.649,2,-6.083,1,0.315,0.232,0.0,0.101,0.629,118.04,4,4
21935,0.902,0.621,9,-5.315,1,0.199,0.0841,0.0,0.138,0.497,114.007,4,4
21936,0.688,0.642,4,-5.567,0,0.321,0.221,0.0,0.2,0.341,160.319,4,4
21937,0.854,0.48,9,-7.388,0,0.293,0.208,0.0,0.127,0.293,86.049,4,4
21938,0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005,4,4
21939,0.748,0.771,6,-4.156,1,0.15,0.101,0.0,0.135,0.792,142.086,4,4
21940,0.736,0.708,11,-7.737,0,0.0898,0.154,0.0,0.219,0.273,127.996,4,4
21941,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,4,4
21942,0.443,0.691,11,-6.228,0,0.124,0.205,0.0,0.547,0.344,148.385,4,4
21943,0.474,0.546,5,-7.201,0,0.268,0.0924,1.45e-06,0.153,0.244,140.707,4,4
21944,0.752,0.586,6,-12.73,1,0.436,0.0606,0.0,0.118,0.897,160.961,4,4
21945,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,4,4
21946,0.742,0.559,5,-5.876,1,0.141,0.0324,0.0,0.0987,0.431,146.923,4,4
21947,0.64,0.819,7,-4.108,1,0.455,0.533,0.0,0.156,0.623,166.012,4,4
21948,0.569,0.761,5,-6.071,0,0.475,0.261,6.71e-06,0.0748,0.325,180.122,4,4
21949,0.755,0.69,1,-4.823,1,0.161,0.0133,0.0,0.078,0.336,175.928,4,4
21950,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081,4,4
21951,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,4,4
21952,0.946,0.396,10,-8.458,1,0.476,0.272,0.0,0.129,0.693,120.091,4,4
21953,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,4,4
21954,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4,4
21955,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,4,4
21956,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,4,4
21957,0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,4,4
21958,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,4,4
21959,0.788,0.533,9,-7.594,1,0.352,0.0168,0.0,0.204,0.468,80.04,4,4
21960,0.669,0.686,4,-5.534,1,0.184,0.627,0.0,0.0734,0.437,180.046,4,4
21961,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,4,4
21962,0.656,0.564,1,-8.925,0,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,4,4
21963,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,4,4
21964,0.611,0.478,0,-5.839,1,0.107,0.035,0.0,0.107,0.138,172.076,4,4
21965,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,4,4
21966,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,4,4
21967,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,4,4
21968,0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,4,4
21969,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4,4
21970,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,4,4
21971,0.717,0.753,7,-4.609,0,0.311,0.293,0.0,0.158,0.631,169.857,4,4
21972,0.761,0.598,10,-7.249,0,0.182,0.126,0.0,0.0839,0.446,173.897,4,4
21973,0.733,0.63,11,-4.296,1,0.395,0.13,0.0,0.162,0.832,149.989,4,4
21974,0.861,0.637,8,-5.692,0,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,4,4
21975,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,4,4
21976,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,4,4
21977,0.779,0.767,11,-5.462,0,0.258,0.00214,0.0,0.102,0.523,91.981,4,4
21978,0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817,4,4
21979,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,3,4
21980,0.706,0.559,4,-5.216,0,0.0416,0.0372,0.0,0.379,0.252,78.534,4,4
21981,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999,4,4
21982,0.722,0.821,2,-4.167,1,0.172,0.337,2.12e-05,0.15,0.659,73.015,4,4
21983,0.741,0.761,4,-3.871,0,0.0512,0.235,0.0,0.119,0.217,81.543,4,4
21984,0.812,0.586,4,-6.505,0,0.0654,0.0735,0.0,0.106,0.323,100.062,4,4
21985,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,4,4
21986,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,4,4
21987,0.897,0.867,9,-3.293,0,0.289,0.224,0.0,0.117,0.791,140.092,4,4
21988,0.9,0.653,1,-6.962,0,0.289,0.0945,0.0,0.528,0.399,112.503,4,4
21989,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,4,4
21990,0.916,0.493,1,-7.371,0,0.162,0.12,2.63e-06,0.211,0.327,140.057,4,4
21991,0.849,0.755,1,-7.399,0,0.363,0.346,0.0,0.0564,0.393,144.186,4,4
21992,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,4,4
21993,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,4,4
21994,0.876,0.608,8,-6.019,1,0.109,0.0227,1.16e-05,0.107,0.258,124.983,4,4
21995,0.72,0.816,5,-3.313,1,0.143,0.207,0.0,0.813,0.487,125.074,4,4
21996,0.736,0.578,7,-7.387,1,0.129,0.0906,1.58e-06,0.319,0.133,172.96,4,4
21997,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,4,4
21998,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,4,4
21999,0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,4,4
22000,0.555,0.769,7,-5.192,1,0.338,0.324,0.0,0.164,0.365,130.063,4,4
22001,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,4,4
22002,0.781,0.487,8,-8.823,1,0.589,0.0335,0.0,0.163,0.344,95.879,4,4
22003,0.773,0.602,10,-6.384,1,0.108,0.194,0.000443,0.141,0.442,74.896,4,4
22004,0.753,0.686,1,-5.415,0,0.284,0.0677,0.0,0.193,0.886,132.055,4,4
22005,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,4,4
22006,0.706,0.589,8,-8.309,1,0.0327,0.0617,4.77e-06,0.105,0.767,96.001,4,4
22007,0.655,0.607,7,-5.815,0,0.0862,0.554,0.0,0.115,0.2,149.033,4,4
22008,0.675,0.23,1,-10.363,0,0.204,0.191,0.0,0.104,0.101,173.962,4,4
22009,0.745,0.715,1,-3.368,0,0.245,0.128,0.0,0.182,0.342,94.513,4,4
22010,0.71,0.814,10,-4.575,1,0.0561,0.162,0.0,0.16,0.714,155.02,4,4
22011,0.939,0.617,7,-5.933,0,0.298,0.14,0.0,0.112,0.68,131.949,4,4
22012,0.844,0.699,1,-5.794,1,0.335,0.191,0.0,0.194,0.753,132.955,4,4
22013,0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,4,4
22014,0.804,0.763,2,-5.48,1,0.0519,0.0678,0.0,0.368,0.0585,136.052,4,4
22015,0.674,0.862,7,-3.4,1,0.231,0.0189,0.0,0.113,0.357,160.073,4,4
22016,0.655,0.773,9,-4.411,0,0.226,0.145,0.0,0.44,0.663,155.942,4,4
22017,0.777,0.522,8,-8.781,1,0.325,0.067,5.59e-05,0.0953,0.582,76.94,4,4
22018,0.813,0.646,4,-4.901,1,0.263,0.00271,0.0,0.191,0.375,77.518,4,4
22019,0.726,0.225,4,-19.72,0,0.0588,0.00351,0.0,0.0655,0.17,142.988,4,4
22020,0.802,0.616,2,-9.74,1,0.712,0.714,0.0,0.0929,0.606,91.894,4,4
22021,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,4,4
22022,0.802,0.645,2,-6.745,1,0.295,0.0135,0.0,0.103,0.559,164.99,4,4
22023,0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43e-05,0.143,0.325,85.992,4,4
22024,0.872,0.591,6,-6.952,0,0.359,0.111,0.0,0.144,0.696,131.982,4,4
22025,0.814,0.434,2,-9.367,1,0.228,0.237,0.0,0.112,0.39,160.015,4,4
22026,0.731,0.657,0,-8.56,1,0.0434,0.0591,0.0,0.0874,0.49,159.97,4,4
22027,0.677,0.421,2,-10.19,0,0.14,0.695,0.0,0.139,0.609,85.332,5,4
22028,0.95,0.489,8,-8.411,1,0.462,0.105,0.0,0.411,0.919,130.021,4,4
22029,0.503,0.751,6,-5.785,0,0.35,0.215,0.0,0.0551,0.324,90.04,4,4
22030,0.693,0.576,0,-6.955,1,0.0868,0.0975,0.0,0.207,0.691,159.978,4,4
22031,0.779,0.591,8,-8.504,1,0.344,0.0508,0.0,0.1,0.501,86.02,4,4
22032,0.718,0.469,8,-11.092,1,0.179,0.0904,0.0,0.133,0.585,137.875,4,4
22033,0.689,0.777,8,-5.465,1,0.289,0.289,0.0,0.104,0.492,139.723,4,4
22034,0.875,0.6,1,-6.818,1,0.0435,0.0189,0.0143,0.132,0.0906,119.987,4,4
22035,0.907,0.557,1,-6.882,0,0.255,0.0843,0.0,0.0934,0.425,139.922,4,4
22036,0.796,0.68,10,-4.853,0,0.353,0.0886,0.0,0.268,0.565,164.932,4,4
22037,0.901,0.598,1,-6.934,1,0.17,0.0192,0.0,0.0791,0.355,117.9,4,4
22038,0.722,0.88,4,-3.989,0,0.24,0.21,0.0,0.324,0.79,92.024,4,4
22039,0.442,0.698,5,-5.696,1,0.237,0.00206,0.0,0.135,0.363,75.087,4,4
22040,0.652,0.499,10,-7.795,0,0.54,0.161,0.0,0.318,0.871,161.11,4,4
22041,0.712,0.481,4,-5.415,0,0.0487,0.173,0.0,0.241,0.062,140.0,4,4
22042,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,4,4
22043,0.845,0.76,1,-6.007,0,0.357,0.221,0.0,0.107,0.558,101.865,4,4
22044,0.715,0.482,5,-9.381,0,0.445,0.231,0.0,0.143,0.686,136.297,4,4
22045,0.942,0.383,10,-8.099,1,0.565,0.00195,0.0,0.0922,0.38,100.021,4,4
22046,0.84,0.543,1,-7.738,1,0.476,0.0399,0.0,0.117,0.161,170.067,4,4
22047,0.759,0.613,7,-7.91,1,0.105,0.816,0.0,0.0816,0.329,97.012,4,4
22048,0.808,0.701,2,-4.837,0,0.0984,0.00212,2.1e-05,0.126,0.154,158.068,4,4
22049,0.953,0.335,1,-11.377,1,0.479,0.223,1.28e-05,0.113,0.274,118.006,4,4
22050,0.912,0.755,2,-5.394,1,0.141,0.102,0.0,0.179,0.625,140.051,4,4
22051,0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29e-06,0.18,0.471,161.94,4,4
22052,0.757,0.579,4,-9.174,0,0.0655,0.0877,0.0,0.104,0.537,160.07,4,4
22053,0.861,0.481,2,-7.309,1,0.343,0.125,1.38e-05,0.0903,0.188,146.992,4,4
22054,0.734,0.683,1,-6.105,1,0.0776,0.013,0.0,0.28,0.445,162.038,4,4
22055,0.819,0.616,1,-5.534,1,0.167,0.0599,0.0,0.143,0.524,87.493,4,4
22056,0.959,0.583,2,-6.064,1,0.27,0.163,0.0,0.056,0.887,130.979,4,4
22057,0.766,0.478,10,-8.287,1,0.479,0.0285,0.0,0.17,0.303,99.857,4,4
22058,0.943,0.763,5,-5.568,0,0.158,0.0175,1.8e-05,0.114,0.225,139.969,4,4
22059,0.817,0.743,9,-4.793,1,0.166,0.0244,1.04e-06,0.102,0.374,172.962,4,4
22060,0.648,0.658,11,-6.795,0,0.0717,0.0903,0.0,0.104,0.522,160.056,4,4
22061,0.743,0.76,0,-8.484,1,0.106,0.39,0.0,0.176,0.787,142.027,4,4
22062,0.675,0.763,1,-6.232,1,0.368,0.0198,0.0,0.109,0.376,134.914,4,4
22063,0.669,0.683,2,-5.17,1,0.054,0.278,0.0,0.268,0.579,159.996,4,4
22064,0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,4,4
22065,0.856,0.485,5,-5.519,0,0.0597,0.0481,0.0,0.108,0.0929,136.005,4,4
22066,0.792,0.484,7,-7.801,0,0.155,0.558,0.0,0.134,0.353,140.019,4,4
22067,0.708,0.661,6,-5.028,0,0.11,0.00988,0.0,0.135,0.293,155.962,4,4
22068,0.684,0.608,0,-6.616,1,0.641,0.265,0.0,0.131,0.363,84.766,4,4
22069,0.833,0.549,5,-7.215,0,0.22,0.002,2.37e-06,0.133,0.328,175.954,4,4
22070,0.8,0.474,1,-9.304,1,0.238,0.0466,0.0,0.0933,0.348,141.989,4,4
22071,0.92,0.683,10,-4.997,0,0.228,0.0369,0.0,0.111,0.716,104.079,4,4
22072,0.844,0.513,1,-8.769,1,0.335,0.178,0.0,0.0845,0.344,128.085,4,4
22073,0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,4,4
22074,0.852,0.568,1,-9.202,0,0.344,0.183,0.0,0.0993,0.504,81.526,4,4
22075,0.892,0.538,8,-7.043,0,0.304,0.0563,0.0,0.303,0.325,130.129,4,4
22076,0.816,0.63,1,-5.729,0,0.183,0.00639,0.0304,0.173,0.599,101.997,4,4
22077,0.597,0.515,6,-5.911,0,0.437,0.588,0.0,0.231,0.202,114.829,5,4
22078,0.677,0.708,1,-4.751,0,0.178,0.233,0.0,0.162,0.37,100.066,4,4
22079,0.911,0.721,10,-4.833,0,0.28,0.0364,0.0,0.111,0.69,104.11,4,4
22080,0.903,0.716,6,-7.733,0,0.409,0.244,0.0,0.113,0.854,150.059,4,4
22081,0.651,0.833,1,-5.153,1,0.0847,0.0201,0.0,0.109,0.594,80.977,4,4
22082,0.793,0.399,7,-7.428,1,0.0951,0.12,0.0,0.124,0.0379,121.949,4,4
22083,0.637,0.639,0,-5.834,1,0.179,0.148,0.0,0.115,0.345,75.489,4,4
22084,0.592,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,4,4
22085,0.72,0.452,1,-12.725,1,0.267,0.00147,0.00185,0.18,0.732,161.939,4,4
22086,0.72,0.412,11,-8.687,0,0.223,0.196,0.0,0.342,0.179,114.408,4,4
22087,0.873,0.5,10,-7.3,0,0.679,0.114,1.05e-05,0.132,0.529,155.07,4,4
22088,0.774,0.623,5,-7.871,1,0.245,0.156,0.0,0.0955,0.393,128.661,5,4
22089,0.885,0.641,1,-4.455,1,0.351,0.175,0.0,0.234,0.201,91.167,4,4
22090,0.771,0.761,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,4,4
22091,0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,4,4
22092,0.832,0.649,1,-6.781,0,0.482,0.0252,0.0,0.255,0.699,76.01,4,4
22093,0.844,0.544,0,-10.585,1,0.322,0.0185,0.0,0.0908,0.366,129.966,4,4
22094,0.78,0.402,5,-9.255,0,0.149,0.188,0.0,0.0597,0.483,160.046,4,4
22095,0.701,0.768,1,-3.531,1,0.229,0.354,0.0,0.148,0.724,178.151,4,4
22096,0.705,0.65,7,-5.654,0,0.212,0.359,0.0,0.169,0.658,91.053,4,4
22097,0.809,0.463,1,-11.077,1,0.142,0.0613,0.000229,0.112,0.327,136.006,4,4
22098,0.865,0.62,4,-7.486,0,0.182,0.478,0.0,0.228,0.777,124.003,4,4
22099,0.643,0.614,7,-4.333,0,0.0456,0.0685,0.0,0.123,0.434,82.47,4,4
22100,0.813,0.528,6,-6.305,0,0.313,0.0715,0.0,0.125,0.131,79.532,4,4
22101,0.86,0.418,7,-9.061,0,0.158,0.292,0.0,0.106,0.374,126.023,4,4
22102,0.859,0.647,2,-6.902,1,0.336,0.00726,0.0,0.108,0.169,152.917,4,4
22103,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955,4,4
22104,0.735,0.715,6,-3.777,0,0.113,0.802,0.00196,0.196,0.598,83.028,4,4
22105,0.678,0.682,1,-8.642,0,0.185,0.000738,0.0,0.117,0.283,158.885,4,4
22106,0.827,0.506,1,-4.339,1,0.255,0.019,4.78e-06,0.107,0.078,107.924,4,4
22107,0.531,0.512,9,-7.488,0,0.149,0.0465,0.0,0.295,0.327,124.155,4,4
22108,0.459,0.394,5,-13.564,0,0.4,0.504,0.0,0.068,0.706,83.936,4,4
22109,0.841,0.654,5,-7.593,1,0.33,0.424,0.0,0.108,0.845,160.027,4,4
22110,0.868,0.701,1,-7.515,1,0.297,0.0164,0.0,0.111,0.705,120.028,4,4
22111,0.729,0.521,10,-10.118,0,0.0606,0.166,0.0,0.136,0.679,144.995,4,4
22112,0.75,0.916,1,-2.324,0,0.0846,0.0186,2.08e-06,0.102,0.803,96.022,4,4
22113,0.467,0.636,7,-6.96,1,0.201,0.0232,0.0,0.138,0.419,135.014,4,4
22114,0.632,0.727,0,-7.353,1,0.0749,0.045,0.0,0.117,0.407,161.707,4,4
22115,0.794,0.741,1,-4.985,1,0.255,0.0375,0.00388,0.143,0.365,157.963,4,4
22116,0.75,0.567,0,-6.4,1,0.48,0.137,0.0,0.109,0.398,151.895,4,4
22117,0.615,0.902,1,-2.821,1,0.508,0.374,0.0,0.118,0.775,118.013,3,4
22118,0.734,0.605,9,-9.769,1,0.0589,0.0505,0.0,0.253,0.371,129.903,4,4
22119,0.837,0.659,1,-3.619,1,0.157,0.167,0.0,0.0912,0.427,125.994,4,4
22120,0.779,0.783,10,-3.912,1,0.0725,0.0432,0.0,0.147,0.23,106.69,5,4
22121,0.888,0.644,0,-8.32,1,0.155,0.0762,0.0,0.0646,0.32,100.021,4,4
22122,0.574,0.823,0,-4.322,0,0.124,0.116,0.0,0.0898,0.256,154.053,4,4
22123,0.832,0.758,2,-5.2,1,0.246,0.0524,0.0,0.251,0.667,154.027,4,4
22124,0.654,0.58,8,-6.764,1,0.477,0.121,0.0,0.258,0.278,131.912,4,4
22125,0.88,0.728,10,-6.939,0,0.205,0.136,5.42e-05,0.337,0.715,160.976,4,4
22126,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,4,4
22127,0.911,0.636,1,-6.202,1,0.198,0.00856,0.0,0.0959,0.431,88.956,4,4
22128,0.853,0.637,3,-5.924,0,0.331,0.129,0.0,0.267,0.496,86.048,4,4
22129,0.729,0.687,8,-8.06,0,0.25,0.0108,0.0,0.162,0.683,160.085,4,4
22130,0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,4,4
22131,0.504,0.453,2,-12.589,1,0.383,0.0551,0.000199,0.0993,0.0928,177.939,4,4
22132,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,4,4
22133,0.767,0.583,1,-7.908,1,0.193,0.264,0.0,0.123,0.254,142.96,4,4
22134,0.817,0.67,1,-7.299,1,0.22,0.105,3.4e-06,0.366,0.472,133.052,4,4
22135,0.519,0.821,1,-3.171,1,0.0738,0.000351,0.0,0.361,0.284,140.971,4,4
22136,0.758,0.697,0,-6.456,1,0.321,0.0853,0.0,0.1,0.755,165.117,4,4
22137,0.863,0.433,1,-9.78,1,0.688,0.0666,0.0,0.313,0.559,123.154,4,4
22138,0.716,0.582,4,-8.241,1,0.182,0.0758,0.0,0.0771,0.506,140.073,4,4
22139,0.813,0.629,1,-6.285,1,0.0763,0.143,0.0,0.127,0.265,141.97,4,4
22140,0.7,0.627,5,-6.278,1,0.0843,0.0176,0.0,0.481,0.204,139.92,4,4
22141,0.827,0.642,1,-4.29,0,0.242,0.00905,1.5e-06,0.0865,0.181,145.004,4,4
22142,0.803,0.54,1,-6.862,0,0.318,0.27,0.0,0.0819,0.345,139.989,4,4
22143,0.517,0.784,4,-5.654,1,0.347,0.126,0.0,0.126,0.633,190.069,4,4
22144,0.58,0.685,8,-6.794,1,0.249,0.00043,0.0,0.108,0.189,177.973,4,4
22145,0.751,0.776,9,-5.266,0,0.0357,0.223,0.0,0.0507,0.603,129.987,4,4
22146,0.851,0.85,1,-3.4,1,0.0904,0.226,0.0,0.145,0.642,99.975,4,4
22147,0.871,0.493,9,-6.775,1,0.338,0.0104,0.0,0.0917,0.157,93.016,4,4
