,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
4325,0.356,0.894,9,-6.825,0,0.0796,2.67e-05,0.00806,0.0602,0.237,153.098,4,1
4326,0.253,0.802,9,-6.866,1,0.0495,0.00192,0.148,0.398,0.279,160.099,4,1
4327,0.194,0.946,2,-5.04,0,0.0742,1.72e-05,0.858,0.355,0.0534,98.626,4,1
4328,0.571,0.893,7,-5.994,0,0.0416,0.00054,0.468,0.386,0.466,128.992,3,1
4329,0.365,0.763,11,-9.45,0,0.0591,0.00726,0.000457,0.0865,0.342,148.366,4,1
4330,0.565,0.977,2,-3.326,1,0.041,0.000118,0.32,0.318,0.168,99.996,4,1
4331,0.403,0.971,2,-4.947,1,0.288,0.000182,0.000439,0.152,0.147,200.073,4,1
4332,0.527,0.983,1,-4.31,1,0.11,0.000153,0.158,0.275,0.449,94.995,4,1
4333,0.163,0.837,7,-6.757,1,0.0594,8.13e-06,0.0117,0.161,0.251,170.061,4,1
4334,0.213,0.997,1,-2.812,1,0.254,0.000205,0.000857,0.0648,0.0375,97.048,4,1
4335,0.583,0.923,0,-5.458,1,0.0608,0.00113,3.39e-05,0.467,0.44,119.962,4,1
4336,0.461,0.168,11,-16.225,0,0.042,0.449,0.886,0.265,0.309,169.675,4,1
4337,0.352,0.98,6,-3.451,1,0.236,0.000305,0.00482,0.103,0.149,200.054,4,1
4338,0.469,0.951,10,-4.222,1,0.111,0.0119,0.0,0.0976,0.283,149.976,4,1
4339,0.279,0.899,5,-6.588,1,0.0494,0.00135,0.807,0.107,0.402,132.209,4,1
4340,0.419,0.983,9,-7.125,1,0.046,7.46e-06,0.0975,0.282,0.578,135.01,4,1
4341,0.241,0.951,4,-4.953,0,0.175,0.000355,0.000192,0.131,0.401,195.028,3,1
4342,0.234,0.51,5,-13.398,0,0.0498,0.657,0.293,0.545,0.191,100.67,4,1
4343,0.172,0.964,4,-4.962,0,0.202,0.000138,1.51e-05,0.0932,0.0388,139.976,4,1
4344,0.468,0.829,11,-8.667,1,0.0448,0.0494,0.0737,0.258,0.604,152.25,4,1
4345,0.589,0.696,8,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,4,1
4346,0.577,0.956,8,-4.568,1,0.121,0.000233,0.00413,0.0916,0.0803,129.971,4,1
4347,0.533,0.982,10,-1.409,0,0.091,0.0149,0.0,0.107,0.627,142.276,4,1
4348,0.64,0.914,6,-3.28,0,0.0873,0.000249,0.000116,0.0556,0.776,109.892,4,1
4349,0.364,0.811,11,-7.237,1,0.0621,0.00268,0.0093,0.106,0.151,120.758,4,1
4350,0.466,0.988,7,-1.455,1,0.201,0.0014,2.63e-06,0.39,0.485,92.52,4,1
4351,0.39,0.984,5,-4.257,0,0.149,0.000719,0.566,0.153,0.0973,149.922,4,1
4352,0.361,0.947,7,-7.319,1,0.174,3.47e-05,0.0,0.338,0.383,91.167,4,1
4353,0.381,0.969,10,-4.956,0,0.141,4.59e-06,1.47e-05,0.143,0.338,179.987,4,1
4354,0.229,0.994,6,-3.431,1,0.22,7.03e-05,0.00548,0.318,0.115,156.623,4,1
4355,0.463,0.99,7,-4.891,1,0.111,1.44e-05,0.0109,0.119,0.0449,110.092,4,1
4356,0.39,0.971,1,-3.669,1,0.152,2.64e-05,0.0636,0.193,0.518,180.054,4,1
4357,0.459,0.904,2,-7.688,0,0.0598,0.000227,6.41e-06,0.178,0.375,102.026,4,1
4358,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,1
4359,0.324,0.846,4,-8.883,1,0.0596,0.000187,9.11e-05,0.093,0.558,151.256,4,1
4360,0.606,0.749,2,-5.983,1,0.0289,0.00271,4.15e-06,0.0609,0.408,90.046,4,1
4361,0.316,0.963,2,-7.237,1,0.0586,6.2e-06,0.185,0.343,0.422,179.965,4,1
4362,0.476,0.994,1,-5.142,1,0.126,2.44e-06,0.0482,0.798,0.14,121.922,4,1
4363,0.228,0.899,4,-10.049,1,0.171,0.000601,1.15e-05,0.0539,0.0728,96.11,4,1
4364,0.488,0.621,4,-12.605,0,0.0296,0.0728,0.934,0.0847,0.557,98.091,4,1
4365,0.45,0.898,9,-7.959,1,0.0364,6.07e-05,0.0863,0.226,0.702,143.988,4,1
4366,0.497,0.979,1,-3.214,1,0.103,0.00437,0.0,0.177,0.494,140.065,4,1
4367,0.511,0.967,8,-1.721,1,0.0995,2.43e-05,0.000785,0.308,0.351,141.336,4,1
4368,0.184,0.859,9,-7.658,0,0.12,0.00131,0.947,0.13,0.0673,147.961,4,1
4369,0.471,0.816,2,-9.446,1,0.0375,0.000232,0.1,0.0828,0.246,140.032,4,1
4370,0.549,0.824,8,-4.388,1,0.166,0.028,0.0,0.139,0.194,165.048,4,1
4371,0.36,0.99,8,-4.444,1,0.17,1.25e-05,3.12e-05,0.172,0.151,191.99,4,1
4372,0.188,0.674,11,-6.82,1,0.0493,1.37e-05,0.89,0.113,0.297,125.152,4,1
4373,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,1
4374,0.472,0.946,2,-4.591,1,0.145,0.0372,0.0,0.352,0.486,177.489,4,1
4375,0.494,0.767,9,-6.291,1,0.0342,0.0726,0.02,0.194,0.627,150.076,4,1
4376,0.186,0.811,1,-3.859,1,0.0403,0.000119,0.0439,0.0984,0.164,148.019,4,1
4377,0.243,0.97,2,-3.483,1,0.134,9e-05,3.07e-06,0.314,0.255,126.654,3,1
4378,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,4,1
4379,0.474,0.8,2,-10.472,1,0.0775,0.000769,0.0309,0.131,0.156,133.94,4,1
4380,0.47,0.142,2,-14.09,0,0.0319,0.976,0.00589,0.115,0.291,135.956,3,1
4381,0.256,0.418,11,-10.764,1,0.0321,0.00694,0.852,0.121,0.0388,174.07,4,1
4382,0.357,0.981,6,-3.452,0,0.231,0.000279,0.151,0.0986,0.202,112.493,3,1
4383,0.287,0.962,6,-4.235,1,0.0605,3.7e-06,0.887,0.34,0.255,173.094,4,1
4384,0.592,0.813,9,-7.154,1,0.0465,0.0014,0.000966,0.336,0.384,114.038,4,1
4385,0.346,0.856,1,-5.168,1,0.0467,5.36e-05,0.0,0.126,0.319,93.87,3,1
4386,0.52,0.653,1,-5.77,1,0.0623,0.00742,0.00415,0.162,0.601,169.948,4,1
4387,0.463,0.97,7,-4.369,1,0.17,8.56e-05,0.0,0.0983,0.112,114.927,4,1
4388,0.489,0.962,5,-5.497,0,0.105,0.000414,4.27e-05,0.252,0.34,160.055,4,1
4389,0.274,0.708,6,-5.399,1,0.0508,0.000389,0.315,0.255,0.208,104.798,4,1
4390,0.235,0.773,10,-7.895,0,0.0477,0.000623,0.823,0.114,0.0386,167.993,4,1
4391,0.0697,0.816,9,-6.41,1,0.0803,8.74e-06,0.833,0.303,0.0387,179.783,4,1
4392,0.469,0.995,11,-3.894,0,0.122,4.22e-05,0.577,0.263,0.298,155.019,4,1
4393,0.513,0.763,6,-7.425,0,0.057,0.0717,0.919,0.164,0.532,100.005,4,1
4394,0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,4,1
4395,0.126,0.759,11,-5.189,0,0.133,0.000566,0.922,0.111,0.113,183.501,4,1
4396,0.366,0.985,0,-3.681,0,0.234,0.00363,2.3e-05,0.21,0.0803,160.117,4,1
4397,0.501,0.785,7,-6.205,1,0.0329,0.000273,0.0128,0.36,0.21,94.109,4,1
4398,0.149,0.997,1,-2.349,0,0.16,0.00194,0.000945,0.0732,0.0954,91.447,4,1
4399,0.464,0.941,7,-8.879,1,0.0815,4.07e-06,0.00606,0.115,0.535,137.978,4,1
4400,0.317,0.94,5,-9.713,1,0.142,0.000699,0.84,0.391,0.0754,112.506,3,1
4401,0.481,0.889,1,-8.109,0,0.0553,1.1e-05,0.00628,0.0967,0.325,85.011,4,1
4402,0.179,0.921,6,-6.935,0,0.15,4.31e-05,0.691,0.916,0.0848,168.78,4,1
4403,0.21,0.882,0,-6.942,0,0.111,0.000238,0.671,0.318,0.329,169.758,4,1
4404,0.4,0.959,2,-3.258,0,0.103,0.000187,4.21e-06,0.231,0.339,149.062,4,1
4405,0.426,0.95,1,-7.524,1,0.1,1.34e-05,0.131,0.78,0.261,93.997,4,1
4406,0.484,0.966,7,-7.094,1,0.0797,8.83e-05,0.0455,0.048,0.175,139.972,4,1
4407,0.614,0.143,9,-18.164,0,0.0267,0.981,0.803,0.114,0.112,119.48,4,1
4408,0.236,0.876,4,-6.487,0,0.0866,4.75e-05,0.0864,0.186,0.105,85.618,4,1
4409,0.338,0.932,0,-4.408,1,0.0548,1.44e-05,0.0229,0.274,0.729,180.115,4,1
4410,0.526,0.931,0,-6.549,0,0.0854,8.73e-05,0.0271,0.138,0.223,107.496,4,1
4411,0.518,0.948,6,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,4,1
4412,0.548,0.967,7,-4.182,1,0.0381,0.00012,0.0744,0.0636,0.365,102.968,4,1
4413,0.373,0.989,7,-3.861,1,0.166,9.96e-06,0.387,0.086,0.102,120.069,4,1
4414,0.524,0.977,0,-2.723,1,0.0874,0.000462,1.5e-06,0.26,0.415,102.525,4,1
4415,0.503,0.585,11,-6.755,1,0.0338,1.62e-05,0.861,0.0776,0.296,137.047,4,1
4416,0.618,0.963,9,-3.466,1,0.162,0.00172,3.41e-05,0.0359,0.375,103.031,4,1
4417,0.104,0.352,9,-15.31,0,0.0422,0.194,0.858,0.0904,0.0373,90.265,3,1
4418,0.384,0.992,10,-3.249,0,0.125,3.36e-05,7.79e-05,0.565,0.0988,160.038,4,1
4419,0.444,0.979,8,-4.319,1,0.158,0.000188,6.61e-05,0.293,0.277,161.978,4,1
4420,0.176,0.907,5,-6.901,0,0.142,0.0016,0.027,0.103,0.182,101.795,5,1
4421,0.447,0.979,5,-2.962,0,0.198,0.00537,8.55e-06,0.17,0.0833,111.998,4,1
4422,0.367,0.811,9,-5.862,0,0.0912,1.29e-05,0.0,0.287,0.259,117.065,5,1
4423,0.391,0.684,2,-11.35,1,0.0302,0.000724,0.806,0.0913,0.283,107.074,4,1
4424,0.461,0.811,8,-7.643,1,0.0349,0.129,0.673,0.108,0.214,150.016,4,1
4425,0.467,0.986,11,-4.458,0,0.108,7.01e-06,0.0178,0.158,0.391,130.026,3,1
4426,0.404,0.969,8,-2.938,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,4,1
4427,0.376,0.987,2,-3.882,1,0.23,2.13e-05,8.83e-06,0.179,0.274,75.052,4,1
4428,0.126,0.146,4,-17.177,0,0.0351,0.935,0.361,0.0957,0.0395,90.206,1,1
4429,0.242,0.948,5,-6.003,1,0.066,4.8e-05,0.000951,0.215,0.601,147.049,4,1
4430,0.373,0.996,9,-5.037,1,0.168,0.000119,0.501,0.134,0.0744,200.137,4,1
4431,0.497,0.736,7,-7.096,0,0.0279,0.0835,0.000627,0.287,0.376,80.943,4,1
4432,0.458,0.966,7,-6.52,1,0.0622,0.0112,1.66e-06,0.348,0.609,74.995,4,1
4433,0.372,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,1
4434,0.475,0.831,9,-7.419,0,0.0505,0.000145,0.854,0.346,0.521,110.42,3,1
4435,0.612,0.822,9,-6.418,1,0.0428,0.000719,0.00019,0.14,0.686,128.018,4,1
4436,0.262,0.779,7,-8.298,0,0.0692,1.36e-05,8.43e-06,0.305,0.164,170.032,3,1
4437,0.618,0.966,7,-4.832,1,0.0679,0.000528,0.682,0.674,0.55,112.019,4,1
4438,0.415,0.958,8,-6.041,1,0.0639,2.29e-05,0.169,0.157,0.337,175.097,4,1
4439,0.481,0.776,4,-5.561,1,0.0336,4.31e-05,0.000775,0.333,0.421,94.99,4,1
4440,0.271,0.624,7,-6.733,0,0.0309,0.0301,0.0032,0.0737,0.242,74.611,4,1
4441,0.442,0.759,10,-13.475,1,0.0354,0.000402,0.0081,0.174,0.279,198.117,4,1
4442,0.429,0.833,4,-5.834,1,0.041,3.52e-05,0.0484,0.0794,0.351,129.95,4,1
4443,0.649,0.923,1,-4.537,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,4,1
4444,0.264,0.955,9,-3.97,0,0.176,0.00011,0.0115,0.0663,0.156,200.054,4,1
4445,0.529,0.944,8,-7.203,1,0.0881,8.05e-05,0.0389,0.104,0.133,115.002,4,1
4446,0.116,0.963,7,-4.829,1,0.133,1.02e-06,0.886,0.0765,0.224,91.439,4,1
4447,0.159,0.964,4,-4.452,0,0.0871,1.11e-06,0.302,0.0819,0.0567,133.026,4,1
4448,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,4,1
4449,0.64,0.874,7,-4.966,1,0.0367,0.000756,0.0,0.0811,0.426,114.992,4,1
4450,0.552,0.986,1,-3.265,0,0.176,0.000112,0.888,0.314,0.328,104.032,4,1
4451,0.477,0.981,5,-2.916,0,0.0511,2.38e-05,0.0461,0.129,0.242,95.046,4,1
4452,0.462,0.93,5,-2.882,0,0.0678,0.000448,9.69e-05,0.0628,0.393,109.929,4,1
4453,0.267,0.936,11,-6.517,1,0.134,0.00681,0.253,0.721,0.113,133.286,4,1
4454,0.283,0.949,8,-5.636,1,0.107,1.79e-05,0.0176,0.271,0.107,102.783,3,1
4455,0.559,0.943,1,-7.119,0,0.053,2.38e-05,0.00461,0.112,0.146,112.963,4,1
4456,0.489,0.945,0,-2.936,1,0.0668,0.000242,0.00166,0.357,0.388,164.982,4,1
4457,0.199,0.918,11,-4.654,1,0.122,2.89e-06,0.27,0.187,0.334,151.399,4,1
4458,0.283,0.973,4,-4.006,0,0.0459,0.000281,0.706,0.192,0.275,97.303,4,1
4459,0.357,0.565,8,-9.915,0,0.0419,0.216,0.835,0.98,0.218,158.032,4,1
4460,0.499,0.988,11,-2.887,1,0.116,0.00305,1.68e-06,0.373,0.212,104.957,4,1
4461,0.432,0.989,10,-3.356,0,0.173,0.000168,0.0359,0.319,0.104,120.015,4,1
4462,0.439,0.872,10,-7.367,0,0.0493,0.0307,0.339,0.189,0.207,105.304,4,1
4463,0.64,0.947,10,-7.267,0,0.0951,0.000699,0.327,0.375,0.204,126.989,4,1
4464,0.299,0.971,7,-3.118,1,0.142,0.000456,0.0,0.283,0.336,184.549,4,1
4465,0.376,0.741,10,-6.192,1,0.0881,4.52e-05,0.00709,0.0277,0.584,122.44,3,1
4466,0.485,0.965,1,-7.782,0,0.146,0.000608,1.39e-05,0.0506,0.366,154.06,4,1
4467,0.217,0.373,3,-7.695,1,0.0473,0.0128,0.893,0.0769,0.154,114.364,4,1
4468,0.476,0.946,9,-5.373,1,0.0929,0.000319,0.00725,0.944,0.256,130.032,4,1
4469,0.477,0.899,2,-6.058,1,0.121,0.000238,0.000144,0.0598,0.555,104.822,4,1
4470,0.436,0.852,10,-7.491,0,0.0556,0.000105,4.23e-05,0.105,0.301,140.028,4,1
4471,0.266,0.82,0,-9.51,1,0.0334,0.393,0.895,0.178,0.367,97.561,4,1
4472,0.444,0.946,5,-6.98,1,0.0804,7.72e-05,0.793,0.108,0.0453,104.978,4,1
4473,0.236,0.96,2,-5.034,0,0.145,3.43e-06,0.0181,0.23,0.118,107.975,4,1
4474,0.601,0.89,11,-4.824,1,0.0965,0.000156,0.608,0.123,0.688,112.085,4,1
4475,0.347,0.737,6,-6.135,0,0.0379,0.000969,0.767,0.112,0.0581,104.264,4,1
4476,0.625,0.737,4,-8.438,0,0.0351,0.00939,0.0205,0.228,0.224,124.999,4,1
4477,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,4,1
4478,0.351,0.937,2,-5.445,1,0.0768,0.000429,6.07e-06,0.34,0.286,199.935,4,1
4479,0.287,0.77,2,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,4,1
4480,0.57,0.916,8,-6.899,1,0.043,0.00439,0.138,0.135,0.359,100.041,4,1
4481,0.392,0.951,6,-5.992,1,0.116,6.47e-05,0.0,0.247,0.438,160.005,4,1
4482,0.508,0.912,9,-8.049,0,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,4,1
4483,0.434,0.911,4,-6.89,1,0.11,0.000151,0.0643,0.357,0.426,139.702,4,1
4484,0.497,0.89,8,-4.559,0,0.0445,0.00055,0.00129,0.255,0.249,133.047,4,1
4485,0.339,0.945,4,-3.016,1,0.059,8.78e-05,1.51e-05,0.2,0.466,176.213,4,1
4486,0.263,0.957,1,-4.867,1,0.149,0.00126,0.864,0.0756,0.151,179.512,3,1
4487,0.498,0.858,8,-9.48,1,0.0564,0.0299,0.0,0.106,0.437,151.698,4,1
4488,0.506,0.934,1,-8.391,1,0.0472,5.06e-06,4.41e-06,0.357,0.486,109.986,4,1
4489,0.408,0.971,9,-3.876,1,0.125,5.7e-05,0.191,0.135,0.237,118.445,4,1
4490,0.571,0.985,10,-2.051,0,0.0848,0.0234,2.08e-05,0.433,0.425,95.003,4,1
4491,0.523,0.478,5,-9.759,1,0.027,0.93,0.00166,0.236,0.205,137.967,3,1
4492,0.466,0.938,1,-5.176,0,0.0703,0.0023,1.69e-06,0.232,0.287,85.539,4,1
4493,0.468,0.569,6,-7.134,0,0.0399,0.00549,0.0042,0.245,0.289,173.982,3,1
4494,0.44,0.971,2,-5.263,1,0.138,1.82e-05,0.86,0.389,0.124,140.15,4,1
4495,0.456,0.944,0,-4.458,1,0.0758,0.000136,0.194,0.297,0.49,175.026,4,1
4496,0.664,0.828,0,-6.053,1,0.0404,0.00839,0.0,0.294,0.82,103.985,4,1
4497,0.415,0.969,1,-4.916,1,0.149,0.000117,4.69e-05,0.156,0.0955,169.961,4,1
4498,0.218,0.982,0,-4.3,0,0.224,0.000165,0.0207,0.329,0.319,192.847,4,1
4499,0.549,0.81,11,-4.001,0,0.0328,0.000298,2.89e-06,0.156,0.41,133.985,4,1
4500,0.451,0.986,1,-6.672,1,0.119,5.39e-05,1.68e-05,0.0618,0.17,160.043,4,1
4501,0.293,0.928,2,-4.865,0,0.095,4.2e-05,0.0325,0.197,0.507,106.113,4,1
4502,0.273,0.955,7,-5.624,0,0.105,2.33e-05,0.000818,0.334,0.198,199.948,4,1
4503,0.448,0.913,11,-3.094,0,0.0399,3.92e-05,1.46e-05,0.236,0.233,92.482,4,1
4504,0.236,0.892,2,-4.106,0,0.188,0.0305,0.0,0.278,0.0685,184.981,4,1
4505,0.592,0.994,8,-3.62,1,0.0807,4.57e-05,0.0032,0.215,0.153,110.009,4,1
4506,0.392,0.929,9,-3.635,1,0.442,0.11,3.51e-05,0.164,0.294,170.313,4,1
4507,0.504,0.878,9,-5.558,1,0.0373,0.00373,0.34,0.0991,0.512,156.083,4,1
4508,0.577,0.94,6,-4.439,0,0.0361,2.42e-05,0.0715,0.347,0.818,116.045,4,1
4509,0.449,0.978,2,-5.409,1,0.11,0.00176,0.000313,0.351,0.151,177.952,4,1
4510,0.563,0.951,1,-5.04,1,0.107,4.97e-05,0.00204,0.158,0.334,103.004,4,1
4511,0.508,0.698,2,-8.829,1,0.0345,0.00591,0.0,0.294,0.466,80.47,4,1
4512,0.509,0.918,6,-4.683,0,0.0423,1.5e-05,0.000381,0.385,0.363,115.072,4,1
4513,0.259,0.923,1,-7.161,0,0.161,0.00224,0.0186,0.142,0.369,199.635,3,1
4514,0.573,0.91,4,-7.515,1,0.0489,0.00259,0.0697,0.106,0.813,107.907,4,1
4515,0.414,0.957,6,-7.654,0,0.078,0.023,0.00204,0.226,0.399,185.129,4,1
4516,0.474,0.986,9,-5.753,1,0.103,2.98e-06,0.0684,0.0833,0.163,112.523,3,1
4517,0.25,0.718,8,-12.846,1,0.0489,8.29e-05,0.409,0.102,0.215,124.83,4,1
4518,0.476,0.458,6,-17.361,1,0.0428,0.00107,0.819,0.112,0.274,115.704,4,1
4519,0.49,0.86,7,-5.284,0,0.0573,0.132,0.0,0.215,0.795,132.673,4,1
4520,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4,1
4521,0.54,0.967,1,-4.174,0,0.162,0.00796,0.0,0.683,0.293,136.896,4,1
4522,0.185,0.941,4,-5.028,0,0.129,0.029,0.0,0.109,0.169,164.215,3,1
4523,0.257,0.626,7,-7.156,1,0.0318,0.313,0.00368,0.188,0.293,83.979,1,1
4524,0.406,0.963,11,-7.108,1,0.18,6.16e-05,0.849,0.176,0.052,124.932,4,1
4525,0.543,0.891,11,-7.084,1,0.0431,0.000262,0.000386,0.165,0.393,142.633,4,1
4526,0.503,0.967,8,-4.962,1,0.0849,0.000111,0.037,0.096,0.149,95.891,4,1
4527,0.475,0.807,8,-8.825,1,0.0444,1.95e-05,0.00034,0.277,0.295,105.006,4,1
4528,0.492,0.98,8,-4.507,1,0.102,0.000242,0.0519,0.589,0.372,135.003,4,1
4529,0.308,0.993,7,-5.372,1,0.138,1.84e-06,0.939,0.412,0.0962,126.01,3,1
4530,0.267,0.982,6,-5.72,1,0.123,5.09e-06,0.712,0.147,0.228,142.271,3,1
4531,0.505,0.959,8,-3.633,1,0.12,0.00955,1.03e-05,0.118,0.41,148.909,4,1
4532,0.547,0.955,0,-6.288,1,0.122,7.57e-06,0.949,0.395,0.303,119.998,4,1
4533,0.405,0.735,7,-7.571,0,0.0415,0.00089,0.0,0.0691,0.524,94.032,3,1
4534,0.464,0.887,6,-4.65,1,0.0499,0.000429,0.333,0.126,0.23,132.759,4,1
4535,0.391,0.997,1,-2.383,1,0.244,0.000329,0.0074,0.288,0.156,86.44,4,1
4536,0.511,0.937,2,-5.06,1,0.0755,1.7e-05,0.378,0.32,0.197,95.069,4,1
4537,0.412,0.977,7,-6.063,1,0.0717,8.57e-05,0.000156,0.0956,0.421,154.918,4,1
4538,0.471,0.971,7,-2.546,1,0.242,0.000137,0.0,0.332,0.236,179.951,4,1
4539,0.303,0.838,1,-9.004,0,0.132,0.00143,0.0,0.181,0.304,159.981,4,1
4540,0.481,0.336,1,-18.247,0,0.0382,0.562,0.185,0.107,0.0853,89.84,4,1
4541,0.114,0.959,6,-9.419,0,0.0963,1.31e-06,0.9,0.104,0.126,153.904,4,1
4542,0.441,0.845,10,-3.315,1,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,4,1
4543,0.447,0.962,2,-2.378,1,0.0656,2.27e-06,0.941,0.328,0.22,125.038,4,1
4544,0.315,0.875,9,-4.709,0,0.0752,0.00194,2.79e-06,0.298,0.142,160.015,4,1
4545,0.248,0.805,4,-7.847,0,0.0463,0.000478,0.00087,0.237,0.384,126.144,4,1
4546,0.423,0.795,2,-7.408,1,0.0374,0.000162,0.843,0.269,0.307,96.045,5,1
4547,0.556,0.969,2,-3.778,1,0.0402,0.000119,0.829,0.378,0.325,103.994,4,1
4548,0.464,0.987,7,-2.169,1,0.0909,0.00342,0.0,0.0806,0.196,95.015,4,1
4549,0.487,0.66,7,-7.995,0,0.0292,0.29,1.94e-05,0.0932,0.165,166.446,4,1
4550,0.218,0.93,8,-4.438,1,0.0633,4.15e-05,0.0,0.126,0.367,166.078,4,1
4551,0.351,0.984,11,-4.569,1,0.121,2.98e-05,0.0139,0.419,0.242,175.102,4,1
4552,0.516,0.655,0,-9.428,0,0.0306,0.664,0.107,0.0891,0.19,120.028,3,1
4553,0.579,0.899,5,-5.431,1,0.0402,0.00703,0.0,0.125,0.589,100.034,4,1
4554,0.346,0.956,1,-7.514,1,0.0683,9.9e-06,0.339,0.122,0.118,164.925,4,1
4555,0.422,0.901,9,-7.539,1,0.0514,1.01e-05,0.0673,0.332,0.477,162.071,4,1
4556,0.289,0.899,5,-4.907,1,0.104,1.21e-05,0.899,0.746,0.0642,120.032,4,1
4557,0.314,0.901,2,-5.317,1,0.0683,2.62e-05,0.945,0.529,0.122,110.166,3,1
4558,0.438,0.947,6,-3.809,0,0.0551,1.02e-05,0.000711,0.157,0.314,82.511,4,1
4559,0.38,0.658,1,-6.108,0,0.0294,0.00554,0.000619,0.152,0.207,95.066,4,1
4560,0.357,0.989,1,-4.532,1,0.199,0.00128,0.0347,0.221,0.45,195.041,4,1
4561,0.58,0.888,4,-5.424,0,0.0305,0.00143,0.0,0.367,0.678,125.982,4,1
4562,0.566,0.577,4,-5.868,0,0.0292,0.00449,6.32e-05,0.386,0.217,109.938,4,1
4563,0.49,0.974,8,-4.295,1,0.115,0.000546,0.225,0.336,0.257,108.946,4,1
4564,0.485,0.975,6,-4.956,1,0.0692,3.07e-05,0.00077,0.0443,0.265,139.91,4,1
4565,0.386,0.94,1,-1.971,0,0.041,6.31e-05,0.0267,0.197,0.204,174.032,4,1
4566,0.504,0.879,4,-6.489,0,0.0575,8.34e-05,0.791,0.108,0.259,119.985,3,1
4567,0.575,0.881,9,-13.012,1,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,4,1
4568,0.523,0.933,9,-5.223,1,0.0917,0.000162,0.00643,0.151,0.677,100.958,4,1
4569,0.647,0.338,4,-11.307,0,0.0308,0.726,1.16e-06,0.0952,0.502,86.836,4,1
4570,0.0943,0.747,10,-6.443,1,0.109,0.00208,0.782,0.0795,0.036,161.078,4,1
4571,0.45,0.894,2,-6.033,1,0.0519,9.45e-06,0.109,0.421,0.339,128.04,4,1
4572,0.348,0.949,4,-8.801,1,0.0677,2.06e-06,0.728,0.0955,0.079,94.944,3,1
4573,0.446,0.922,2,-6.953,1,0.0447,4.84e-06,0.00821,0.195,0.403,140.055,4,1
4574,0.447,0.563,6,-8.404,1,0.0307,0.0388,0.000196,0.0879,0.0385,80.017,4,1
4575,0.518,0.647,11,-11.024,0,0.0899,0.0102,0.000217,0.102,0.298,127.393,5,1
4576,0.384,0.916,4,-6.468,0,0.0983,0.000611,0.422,0.14,0.192,158.042,4,1
4577,0.591,0.629,8,-5.584,1,0.0273,0.00144,0.431,0.0705,0.183,114.072,4,1
4578,0.479,0.831,4,-9.242,0,0.044,0.00912,0.00124,0.341,0.531,78.975,4,1
4579,0.476,0.971,4,-3.797,0,0.0964,5.25e-05,9.45e-05,0.316,0.207,140.02,3,1
4580,0.0808,0.85,1,-10.799,1,0.0514,1.53e-06,0.928,0.368,0.039,170.488,4,1
4581,0.264,0.277,10,-15.709,0,0.0283,0.344,0.1,0.0977,0.043,85.142,4,1
4582,0.288,0.99,11,-3.656,0,0.319,4.59e-05,0.0056,0.555,0.449,73.016,4,1
4583,0.523,0.394,7,-9.403,1,0.0259,0.163,0.665,0.0554,0.22,99.961,4,1
4584,0.395,0.954,5,-5.497,0,0.19,0.000172,0.00116,0.207,0.17,161.075,4,1
4585,0.438,0.798,7,-5.453,0,0.0299,0.000129,0.000383,0.251,0.308,149.981,4,1
4586,0.293,0.887,3,-4.629,0,0.0876,0.162,0.00065,0.103,0.183,175.922,4,1
4587,0.313,0.933,2,-4.574,1,0.062,4.82e-06,0.139,0.717,0.0958,76.01,4,1
4588,0.611,0.792,0,-4.836,0,0.0327,4.04e-05,0.146,0.0587,0.477,92.609,4,1
4589,0.0961,0.425,0,-7.878,1,0.0396,0.0138,0.842,0.136,0.19,160.107,4,1
4590,0.487,0.955,9,-5.067,0,0.0574,0.000122,0.000152,0.283,0.382,139.965,4,1
4591,0.583,0.79,3,-8.165,1,0.0423,0.00902,0.000144,0.0797,0.48,133.021,4,1
4592,0.446,0.989,7,-4.131,1,0.155,0.00125,9.2e-06,0.102,0.0437,105.955,4,1
4593,0.314,0.962,10,-4.81,0,0.191,0.000174,4.68e-05,0.093,0.298,144.125,4,1
4594,0.457,0.266,6,-14.465,1,0.0313,0.711,0.000261,0.124,0.372,120.459,4,1
4595,0.532,0.839,2,-6.563,1,0.0351,6.86e-05,0.000409,0.0661,0.641,133.997,4,1
